subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
HP:0011710	Bundle branch block	semapv:crossSpeciesExactMatch	UPHENO:7000582	bundle branch block	semapv:LogicalReasoning
HP:0011719	Supracardiac total anomalous pulmonary venous connection	semapv:crossSpeciesExactMatch	UPHENO:7000583	supracardiac total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, supracardiac	semapv:LogicalReasoning
HP:0011720	Cardiac total anomalous pulmonary venous connection	semapv:crossSpeciesExactMatch	UPHENO:7000584	cardiac total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, intracardiac	semapv:LogicalReasoning
HP:0011722	Mixed total anomalous pulmonary venous connection	semapv:crossSpeciesExactMatch	UPHENO:7000585	mixed total anomalous pulmonary venous connection; total anomalous pulmonary venous connection, mixed	semapv:LogicalReasoning
HP:0011732	Abnormal adrenal morphology	semapv:crossSpeciesExactMatch	UPHENO:0087384	adrenal gland morphology phenotype	semapv:LogicalReasoning
HP:0011830	Abnormal oral mucosa morphology	semapv:crossSpeciesExactMatch	UPHENO:0087132	mouth mucosa morphology phenotype	semapv:LogicalReasoning
HP:0011849	Abnormal bone ossification	semapv:crossSpeciesExactMatch	UPHENO:7000586	bone ossification	semapv:LogicalReasoning
HP:0011850	Parotitis	semapv:crossSpeciesExactMatch	UPHENO:7000587	parotid gland inflammation; parotitis	semapv:LogicalReasoning
HP:0011851	Hemopericardium	semapv:crossSpeciesExactMatch	UPHENO:7000588	hemopericardium	semapv:LogicalReasoning
HP:0011854	Hemoperitoneum	semapv:crossSpeciesExactMatch	UPHENO:7000589	hemoperitoneum	semapv:LogicalReasoning
HP:0011862	Abnormal bone collagen fibril morphology	semapv:crossSpeciesExactMatch	UPHENO:0086829	bone collagen fibril morphology phenotype	semapv:LogicalReasoning
HP:0011875	Abnormal platelet morphology	semapv:crossSpeciesExactMatch	UPHENO:7000590	platelet morphology	semapv:LogicalReasoning
HP:0011876	Abnormal platelet volume	semapv:crossSpeciesExactMatch	UPHENO:7000591	platelet volume	semapv:LogicalReasoning
HP:0011886	Hyphema	semapv:crossSpeciesExactMatch	UPHENO:7000592	hyphema	semapv:LogicalReasoning
HP:0011897	Neutrophilia	semapv:crossSpeciesExactMatch	UPHENO:0085493	increased number of neutrophil	semapv:LogicalReasoning
HP:0011899	Hyperfibrinogenemia	semapv:crossSpeciesExactMatch	UPHENO:7000593	hyperfibrinogenemia; increased circulating fibrinogen level	semapv:LogicalReasoning
HP:0011900	Hypofibrinogenemia	semapv:crossSpeciesExactMatch	UPHENO:7000594	decreased circulating fibrinogen level; hypofibrinogenemia	semapv:LogicalReasoning
HP:0011902	Abnormal hemoglobin	semapv:crossSpeciesExactMatch	UPHENO:7000595	hemoglobin	semapv:LogicalReasoning
HP:0011922	Abnormal activity of mitochondrial respiratory chain	semapv:crossSpeciesExactMatch	UPHENO:7000596	activity of mitochondrial respiratory chain; metabolic process in mitochondrial respirasome phenotype	semapv:LogicalReasoning
HP:0011950	Bronchiolitis	semapv:crossSpeciesExactMatch	UPHENO:7000597	bronchiolitis	semapv:LogicalReasoning
HP:0011951	Aspiration pneumonia	semapv:crossSpeciesExactMatch	UPHENO:7000598	aspiration pneumonia	semapv:LogicalReasoning
HP:0011970	Cerebral amyloid angiopathy	semapv:crossSpeciesExactMatch	UPHENO:7000599	cerebral amyloid angiopathy	semapv:LogicalReasoning
HP:0011972	Hypoglycorrhachia	semapv:crossSpeciesExactMatch	UPHENO:7000600	decreased cerebrospinal fluid glucose level; hypoglycorrhachia	semapv:LogicalReasoning
HP:0011974	Myelofibrosis	semapv:crossSpeciesExactMatch	UPHENO:0085153	bone marrow fibrosis	semapv:LogicalReasoning
HP:0011994	Abnormal atrial septum morphology	semapv:crossSpeciesExactMatch	UPHENO:7000601	atrial septum morphology	semapv:LogicalReasoning
HP:0012019	Lens luxation	semapv:crossSpeciesExactMatch	UPHENO:7000602	lens luxation	semapv:LogicalReasoning
HP:0012020	Right aortic arch	semapv:crossSpeciesExactMatch	UPHENO:7000603	right aortic arch	semapv:LogicalReasoning
HP:0012029	Abnormal urine hormone level	semapv:crossSpeciesExactMatch	UPHENO:7000604	urine hormone level	semapv:LogicalReasoning
HP:0012047	Hemeralopia	semapv:crossSpeciesExactMatch	UPHENO:7000605	hemeralopia	semapv:LogicalReasoning
HP:0012050	Anasarca	semapv:crossSpeciesExactMatch	UPHENO:7000606	anasarca	semapv:LogicalReasoning
HP:0012068	Aspartylglucosaminuria	semapv:crossSpeciesExactMatch	UPHENO:7000607	aspartylglucosaminuria	semapv:LogicalReasoning
HP:0012072	Aciduria	semapv:crossSpeciesExactMatch	UPHENO:7000608	aciduria	semapv:LogicalReasoning
HP:0012089	Arteritis	semapv:crossSpeciesExactMatch	UPHENO:7000609	arteritis	semapv:LogicalReasoning
HP:0012090	Abnormal pancreas morphology	semapv:crossSpeciesExactMatch	UPHENO:0086615	pancreas morphology phenotype	semapv:LogicalReasoning
HP:0012094	Abnormal pancreas size	semapv:crossSpeciesExactMatch	UPHENO:0075185	size of pancreas phenotype	semapv:LogicalReasoning
HP:0012151	Hemothorax	semapv:crossSpeciesExactMatch	UPHENO:7000610	hemothorax	semapv:LogicalReasoning
HP:0012154	Anhedonia	semapv:crossSpeciesExactMatch	UPHENO:7000611	anhedonia	semapv:LogicalReasoning
HP:0012156	Hemophagocytosis	semapv:crossSpeciesExactMatch	UPHENO:7000612	hemophagocytosis	semapv:LogicalReasoning
HP:0012176	Abnormal natural killer cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000613	natural killer cell morphology	semapv:LogicalReasoning
HP:0012205	Globozoospermia	semapv:crossSpeciesExactMatch	UPHENO:0089279	spheroid sperm head	semapv:LogicalReasoning
HP:0012206	Abnormal sperm motility	semapv:crossSpeciesExactMatch	UPHENO:7000614	sperm motility	semapv:LogicalReasoning
HP:0012208	Immotile sperm	semapv:crossSpeciesExactMatch	UPHENO:0085908	absent flagellated sperm motility	semapv:LogicalReasoning
HP:0012213	Decreased glomerular filtration rate	semapv:crossSpeciesExactMatch	UPHENO:7000615	decreased creatinine clearance; decreased glomerular filtration rate	semapv:LogicalReasoning
HP:0012227	Urethral stricture	semapv:crossSpeciesExactMatch	UPHENO:0081841	constricted urethra	semapv:LogicalReasoning
HP:0012230	Rhegmatogenous retinal detachment	semapv:crossSpeciesExactMatch	UPHENO:7000616	rhegmatogenous retina detachment; rhegmatogenous retinal detachment	semapv:LogicalReasoning
HP:0012231	Exudative retinal detachment	semapv:crossSpeciesExactMatch	UPHENO:7000617	exudative retinal detachment; serous retina detachment	semapv:LogicalReasoning
HP:0012232	Shortened QT interval	semapv:crossSpeciesExactMatch	UPHENO:7000618	shortened qt interval	semapv:LogicalReasoning
HP:0012238	Increased circulating chylomicron concentration	semapv:crossSpeciesExactMatch	UPHENO:7000619	hyperchylomicronemia; increased circulating chylomicron concentration	semapv:LogicalReasoning
HP:0012243	Abnormal reproductive system morphology	semapv:crossSpeciesExactMatch	UPHENO:0087547	reproductive system morphology phenotype	semapv:LogicalReasoning
HP:0012244	Abnormal sex determination	semapv:crossSpeciesExactMatch	UPHENO:0050096	sex determination phenotype	semapv:LogicalReasoning
HP:0012245	Sex reversal	semapv:crossSpeciesExactMatch	UPHENO:7000620	sex reversal	semapv:LogicalReasoning
HP:0012248	Prolonged PR interval	semapv:crossSpeciesExactMatch	UPHENO:7000621	prolonged pr interval	semapv:LogicalReasoning
HP:0012249	Abnormal ST segment	semapv:crossSpeciesExactMatch	UPHENO:7000622	st segment	semapv:LogicalReasoning
HP:0012252	Abnormal respiratory system morphology	semapv:crossSpeciesExactMatch	UPHENO:7000623	respiratory system morphology	semapv:LogicalReasoning
HP:0012253	Abnormal respiratory epithelium morphology	semapv:crossSpeciesExactMatch	UPHENO:0088030	respiratory tract epithelium morphology phenotype	semapv:LogicalReasoning
HP:0012261	Abnormal respiratory motile cilium physiology	semapv:crossSpeciesExactMatch	UPHENO:7000624	respiratory motile cilium physiology	semapv:LogicalReasoning
HP:0012280	Hepatic amyloidosis	semapv:crossSpeciesExactMatch	UPHENO:7000625	hepatic amyloidosis	semapv:LogicalReasoning
HP:0012281	Chylous ascites	semapv:crossSpeciesExactMatch	UPHENO:7000626	chylous ascites	semapv:LogicalReasoning
HP:0012286	Abnormal hypothalamus morphology	semapv:crossSpeciesExactMatch	UPHENO:0087512	hypothalamus morphology phenotype	semapv:LogicalReasoning
HP:0012303	Abnormal aortic arch morphology	semapv:crossSpeciesExactMatch	UPHENO:0087178	arch of aorta morphology phenotype	semapv:LogicalReasoning
HP:0012317	Sacroiliac arthritis	semapv:crossSpeciesExactMatch	UPHENO:7000627	sacroiliac arthritis; sacroiliac joint inflammation	semapv:LogicalReasoning
HP:0012326	Abnormal celiac artery morphology	semapv:crossSpeciesExactMatch	UPHENO:0086790	celiac artery morphology phenotype	semapv:LogicalReasoning
HP:0012327	Celiac artery compression	semapv:crossSpeciesExactMatch	UPHENO:0041235	flattened celiac artery	semapv:LogicalReasoning
HP:0012330	Pyelonephritis	semapv:crossSpeciesExactMatch	UPHENO:7000628	pyelonephritis	semapv:LogicalReasoning
HP:0012331	Abnormal autonomic nervous system morphology	semapv:crossSpeciesExactMatch	UPHENO:0087121	autonomic nervous system morphology phenotype	semapv:LogicalReasoning
HP:0012334	Extrahepatic cholestasis	semapv:crossSpeciesExactMatch	UPHENO:7000629	extrahepatic cholestasis	semapv:LogicalReasoning
HP:0012337	Abnormal homeostasis	semapv:crossSpeciesExactMatch	UPHENO:7000630	homeostasis	semapv:LogicalReasoning
HP:0012338	Abnormal energy expenditure	semapv:crossSpeciesExactMatch	UPHENO:7000631	energy expenditure	semapv:LogicalReasoning
HP:0012372	Abnormal eye morphology	semapv:crossSpeciesExactMatch	UPHENO:7000632	eye morphology	semapv:LogicalReasoning
HP:0012376	Microphakia	semapv:crossSpeciesExactMatch	UPHENO:0069422	decreased size of the lens of camera-type eye	semapv:LogicalReasoning
HP:0012378	Fatigue	semapv:crossSpeciesExactMatch	UPHENO:7000633	fatigue	semapv:LogicalReasoning
HP:0012382	Left-to-right shunt	semapv:crossSpeciesExactMatch	UPHENO:7000634	left-to-right shunt	semapv:LogicalReasoning
HP:0012384	Rhinitis	semapv:crossSpeciesExactMatch	UPHENO:7000635	rhinitis	semapv:LogicalReasoning
HP:0012385	Camptodactyly	semapv:crossSpeciesExactMatch	UPHENO:0041132	bent digit	semapv:LogicalReasoning
HP:0012386	Absent hallux	semapv:crossSpeciesExactMatch	UPHENO:0008676	absent pedal digit 1	semapv:LogicalReasoning
HP:0012387	Bronchitis	semapv:crossSpeciesExactMatch	UPHENO:7000636	bronchitis	semapv:LogicalReasoning
HP:0012433	Abnormal social behavior	semapv:crossSpeciesExactMatch	UPHENO:0049713	social behavior phenotype	semapv:LogicalReasoning
HP:0012440	Abnormal biliary tract morphology	semapv:crossSpeciesExactMatch	UPHENO:0086927	biliary tree morphology phenotype	semapv:LogicalReasoning
HP:0012450	Chronic constipation	semapv:crossSpeciesExactMatch	UPHENO:7000637	chronic constipation	semapv:LogicalReasoning
HP:0012472	Eclabion	semapv:crossSpeciesExactMatch	UPHENO:0080243	everted lip	semapv:LogicalReasoning
HP:0012478	Temporomandibular joint ankylosis	semapv:crossSpeciesExactMatch	UPHENO:7000638	temporomandibular joint ankylosis	semapv:LogicalReasoning
HP:0012518	Abnormal circle of Willis morphology	semapv:crossSpeciesExactMatch	UPHENO:0087158	circle of Willis morphology phenotype	semapv:LogicalReasoning
HP:0012533	Allodynia	semapv:crossSpeciesExactMatch	UPHENO:7000639	allodynia	semapv:LogicalReasoning
HP:0012534	Dysesthesia	semapv:crossSpeciesExactMatch	UPHENO:7000640	dysesthesia; hyperalgesia	semapv:LogicalReasoning
HP:0012543	Hemosiderinuria	semapv:crossSpeciesExactMatch	UPHENO:7000641	hemosiderinuria	semapv:LogicalReasoning
HP:0012561	Unicuspid aortic valve	semapv:crossSpeciesExactMatch	UPHENO:7000642	unicuspid aortic valve	semapv:LogicalReasoning
HP:0012594	Moderate albuminuria	semapv:crossSpeciesExactMatch	UPHENO:7000643	increased urine microalbumin level; moderate albuminuria	semapv:LogicalReasoning
HP:0012615	Cylindruria	semapv:crossSpeciesExactMatch	UPHENO:7000644	cylindruria	semapv:LogicalReasoning
HP:0012621	Persistent cloaca	semapv:crossSpeciesExactMatch	UPHENO:0000536	delayed cloacal septation	semapv:LogicalReasoning
HP:0012630	Abnormal trabecular meshwork morphology	semapv:crossSpeciesExactMatch	UPHENO:0087052	eye trabecular meshwork morphology phenotype	semapv:LogicalReasoning
HP:0012632	Abnormal intraocular pressure	semapv:crossSpeciesExactMatch	UPHENO:7000645	intraocular pressure	semapv:LogicalReasoning
HP:0012648	Decreased inflammatory response	semapv:crossSpeciesExactMatch	UPHENO:7000646	decreased inflammatory response	semapv:LogicalReasoning
HP:0012649	Increased inflammatory response	semapv:crossSpeciesExactMatch	UPHENO:0076684	increased inflammatory response	semapv:LogicalReasoning
HP:0012703	Abnormal subarachnoid space morphology	semapv:crossSpeciesExactMatch	UPHENO:0086778	subarachnoid space morphology phenotype	semapv:LogicalReasoning
HP:0012722	Heart block	semapv:crossSpeciesExactMatch	UPHENO:7000647	heart block	semapv:LogicalReasoning
HP:0012723	Sinoatrial block	semapv:crossSpeciesExactMatch	UPHENO:7000648	sinoatrial block	semapv:LogicalReasoning
HP:0012730	Aglossia	semapv:crossSpeciesExactMatch	UPHENO:0009249	absent tongue	semapv:LogicalReasoning
HP:0012735	Cough	semapv:crossSpeciesExactMatch	UPHENO:7000649	cough; coughing	semapv:LogicalReasoning
HP:0012741	Unilateral cryptorchidism	semapv:crossSpeciesExactMatch	UPHENO:7000650	unilateral cryptorchidism; unilateral cryptorchism	semapv:LogicalReasoning
HP:0012790	Abnormal intramembranous ossification	semapv:crossSpeciesExactMatch	UPHENO:7000651	intramembranous bone ossification; intramembranous ossification	semapv:LogicalReasoning
HP:0012804	Corneal ulceration	semapv:crossSpeciesExactMatch	UPHENO:7000652	cornea ulcer; corneal ulceration	semapv:LogicalReasoning
HP:0012806	Proboscis	semapv:crossSpeciesExactMatch	UPHENO:7000653	proboscis	semapv:LogicalReasoning
HP:0012819	Myocarditis	semapv:crossSpeciesExactMatch	UPHENO:7000654	myocarditis	semapv:LogicalReasoning
HP:0012849	Small intestinal bleeding	semapv:crossSpeciesExactMatch	UPHENO:7000655	small intestinal bleeding; small intestine hemorrhage	semapv:LogicalReasoning
HP:0012860	Testicular fibrosis	semapv:crossSpeciesExactMatch	UPHENO:0085166	testis fibrosis	semapv:LogicalReasoning
HP:0012861	Ovotestis	semapv:crossSpeciesExactMatch	UPHENO:7000656	ovotestis	semapv:LogicalReasoning
HP:0012862	Abnormal germ cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000657	germ cell morphology	semapv:LogicalReasoning
HP:0012863	Abnormal male germ cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000658	male germ cell morphology	semapv:LogicalReasoning
HP:0012864	Abnormal sperm morphology	semapv:crossSpeciesExactMatch	UPHENO:7000659	sperm morphology; teratozoospermia	semapv:LogicalReasoning
HP:0012865	Abnormal sperm head morphology	semapv:crossSpeciesExactMatch	UPHENO:0084414	morphology of sperm head phenotype	semapv:LogicalReasoning
HP:0012867	Abnormal sperm mid-piece morphology	semapv:crossSpeciesExactMatch	UPHENO:0067676	morphology of sperm midpiece phenotype	semapv:LogicalReasoning
HP:0012872	Abnormal vas deferens morphology	semapv:crossSpeciesExactMatch	UPHENO:0087442	vas deferens morphology phenotype	semapv:LogicalReasoning
HP:0012873	Absent vas deferens	semapv:crossSpeciesExactMatch	UPHENO:0008627	absent vas deferens	semapv:LogicalReasoning
HP:0012882	Hyperplastic labia majora	semapv:crossSpeciesExactMatch	UPHENO:0001448	increased size of the labium majora	semapv:LogicalReasoning
HP:0020037	Astasia	semapv:crossSpeciesExactMatch	UPHENO:7000660	astasia	semapv:LogicalReasoning
HP:0020047	Abnormal myeloid cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000661	myeloid cell morphology	semapv:LogicalReasoning
HP:0020058	Abnormal red blood cell count	semapv:crossSpeciesExactMatch	UPHENO:0086048	number of anatomical enitites of type erythrocyte phenotype	semapv:LogicalReasoning
HP:0020060	Decreased red blood cell count	semapv:crossSpeciesExactMatch	UPHENO:0085301	decreased number of erythrocyte	semapv:LogicalReasoning
HP:0020074	Crystalluria	semapv:crossSpeciesExactMatch	UPHENO:7000662	crystalluria	semapv:LogicalReasoning
HP:0020078	Alaninuria	semapv:crossSpeciesExactMatch	UPHENO:7000663	alaninuria	semapv:LogicalReasoning
HP:0020119	Abnormal retinal nerve fiber layer morphology	semapv:crossSpeciesExactMatch	UPHENO:0087992	nerve fiber layer of retina morphology phenotype	semapv:LogicalReasoning
HP:0020129	Abnormal urine protein level	semapv:crossSpeciesExactMatch	UPHENO:0051673	urine protein level phenotype	semapv:LogicalReasoning
HP:0020133	Podocyte hypertrophy	semapv:crossSpeciesExactMatch	UPHENO:0085215	increased size of the podocyte	semapv:LogicalReasoning
HP:0020156	Abnormal zona pellucida morphology	semapv:crossSpeciesExactMatch	UPHENO:7000664	zona pellucida morphology	semapv:LogicalReasoning
HP:0020157	Thin zona pellucida	semapv:crossSpeciesExactMatch	UPHENO:0080820	decreased thickness of the zona pellucida	semapv:LogicalReasoning
HP:0020169	Abnormal drug response	semapv:crossSpeciesExactMatch	UPHENO:7000665	drug response; drug response variant	semapv:LogicalReasoning
HP:0020179	Abnormal circulating haptoglobin concentration	semapv:crossSpeciesExactMatch	UPHENO:7000666	circulating haptoglobin concentration; haptoglobin level	semapv:LogicalReasoning
HP:0020201	Abnormal sarcomere morphology	semapv:crossSpeciesExactMatch	UPHENO:0067696	morphology of sarcomere phenotype	semapv:LogicalReasoning
HP:0025006	Abnormal glomerular capillary morphology	semapv:crossSpeciesExactMatch	UPHENO:0086922	glomerular capillary morphology phenotype	semapv:LogicalReasoning
HP:0025011	Pyriform aperture stenosis	semapv:crossSpeciesExactMatch	UPHENO:7000667	piriform aperture stenosis; pyriform aperture stenosis	semapv:LogicalReasoning
HP:0025021	Abnormal erythrocyte sedimentation rate	semapv:crossSpeciesExactMatch	UPHENO:7000668	erythrocyte sedimentation rate	semapv:LogicalReasoning
HP:0025022	Decreased erythrocyte sedimentation rate	semapv:crossSpeciesExactMatch	UPHENO:7000669	decreased erythrocyte sedimentation rate	semapv:LogicalReasoning
HP:0025028	Abnormal enteric nervous system morphology	semapv:crossSpeciesExactMatch	UPHENO:7000670	enteric nervous system morphology	semapv:LogicalReasoning
HP:0025057	Abnormal olfactory lobe morphology	semapv:crossSpeciesExactMatch	UPHENO:0087712	olfactory lobe morphology phenotype	semapv:LogicalReasoning
HP:0025065	Abnormal mean corpuscular volume	semapv:crossSpeciesExactMatch	UPHENO:7000671	mean corpuscular volume	semapv:LogicalReasoning
HP:0025066	Decreased mean corpuscular volume	semapv:crossSpeciesExactMatch	UPHENO:0085909	decreased volume of the erythrocyte	semapv:LogicalReasoning
HP:0025074	Abnormal QRS complex	semapv:crossSpeciesExactMatch	UPHENO:7000672	qrs complex	semapv:LogicalReasoning
HP:0025080	Orthokeratotic hyperkeratosis	semapv:crossSpeciesExactMatch	UPHENO:7000673	orthokeratosis; orthokeratotic hyperkeratosis	semapv:LogicalReasoning
HP:0025082	Abnormal cutaneous elastic fiber morphology	semapv:crossSpeciesExactMatch	UPHENO:0088002	cutaneous elastic tissue morphology phenotype	semapv:LogicalReasoning
HP:0025084	Folliculitis	semapv:crossSpeciesExactMatch	UPHENO:7000674	folliculitis	semapv:LogicalReasoning
HP:0025092	Epidermal acanthosis	semapv:crossSpeciesExactMatch	UPHENO:7000675	acanthosis; epidermal acanthosis	semapv:LogicalReasoning
HP:0025095	Sneeze	semapv:crossSpeciesExactMatch	UPHENO:7000676	sneeze; sneezing	semapv:LogicalReasoning
HP:0025100	Abnormal hippocampus morphology	semapv:crossSpeciesExactMatch	UPHENO:0087109	hippocampal formation morphology phenotype	semapv:LogicalReasoning
HP:0025114	Hypergranulosis	semapv:crossSpeciesExactMatch	UPHENO:7000677	hypergranulosis	semapv:LogicalReasoning
HP:0025132	Abnormal circulating estrogen level	semapv:crossSpeciesExactMatch	UPHENO:7000678	circulating estrogen level	semapv:LogicalReasoning
HP:0025201	Abnormal circulating apolipoprotein concentration	semapv:crossSpeciesExactMatch	UPHENO:0046306	apolipoprotein level phenotype	semapv:LogicalReasoning
HP:0025230	Tendonitis	semapv:crossSpeciesExactMatch	UPHENO:7000679	tendonitis	semapv:LogicalReasoning
HP:0025245	Cutaneous cyst	semapv:crossSpeciesExactMatch	UPHENO:0083418	zone of skin cyst	semapv:LogicalReasoning
HP:0025246	Trichilemmal cyst	semapv:crossSpeciesExactMatch	UPHENO:0083420	hair outer root sheath cyst	semapv:LogicalReasoning
HP:0025324	Arterial occlusion	semapv:crossSpeciesExactMatch	UPHENO:0085677	artery obstruction	semapv:LogicalReasoning
HP:0025337	Red eye	semapv:crossSpeciesExactMatch	UPHENO:7000680	red eye	semapv:LogicalReasoning
HP:0025348	Abnormal corneal limbus morphology	semapv:crossSpeciesExactMatch	UPHENO:0087318	corneo-scleral junction morphology phenotype	semapv:LogicalReasoning
HP:0025361	Abnormal medullary pyramid morphology	semapv:crossSpeciesExactMatch	UPHENO:0086936	kidney pyramid morphology phenotype	semapv:LogicalReasoning
HP:0025368	Abnormal growth plate morphology	semapv:crossSpeciesExactMatch	UPHENO:0086751	epiphyseal plate morphology phenotype	semapv:LogicalReasoning
HP:0025382	Hypodipsia	semapv:crossSpeciesExactMatch	UPHENO:7000681	hypodipsia	semapv:LogicalReasoning
HP:0025407	Rectourethral fistula	semapv:crossSpeciesExactMatch	UPHENO:7000682	rectourethral fistula	semapv:LogicalReasoning
HP:0025435	Increased circulating lactate dehydrogenase concentration	semapv:crossSpeciesExactMatch	UPHENO:7000683	increased circulating lactate dehydrogenase concentration; increased lactate dehydrogenase level	semapv:LogicalReasoning
HP:0025439	Pharyngitis	semapv:crossSpeciesExactMatch	UPHENO:7000684	pharyngitis	semapv:LogicalReasoning
HP:0025461	Abnormal cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000685	cell morphology	semapv:LogicalReasoning
HP:0025487	Abnormal bladder morphology	semapv:crossSpeciesExactMatch	UPHENO:7000686	bladder morphology	semapv:LogicalReasoning
HP:0025491	Venous stenosis	semapv:crossSpeciesExactMatch	UPHENO:0085221	constricted vein	semapv:LogicalReasoning
HP:0025495	Descending aorta hypoplasia	semapv:crossSpeciesExactMatch	UPHENO:0081263	descending aorta hypoplasia	semapv:LogicalReasoning
HP:0025497	Coronary artery spasm	semapv:crossSpeciesExactMatch	UPHENO:7000687	coronary artery spasm	semapv:LogicalReasoning
HP:0025517	Hypoplastic hippocampus	semapv:crossSpeciesExactMatch	UPHENO:0084408	hippocampal formation hypoplasia	semapv:LogicalReasoning
HP:0025546	Abnormal mean corpuscular hemoglobin concentration	semapv:crossSpeciesExactMatch	UPHENO:7000688	mean corpuscular hemoglobin concentration	semapv:LogicalReasoning
HP:0025547	Decreased mean corpuscular hemoglobin concentration	semapv:crossSpeciesExactMatch	UPHENO:7000689	decreased mean corpuscular hemoglobin concentration	semapv:LogicalReasoning
HP:0025548	Increased mean corpuscular hemoglobin concentration	semapv:crossSpeciesExactMatch	UPHENO:7000690	increased mean corpuscular hemoglobin concentration	semapv:LogicalReasoning
HP:0025575	Abnormal superior vena cava morphology	semapv:crossSpeciesExactMatch	UPHENO:0087095	anterior vena cava morphology phenotype	semapv:LogicalReasoning
HP:0025576	Abnormal inferior vena cava morphology	semapv:crossSpeciesExactMatch	UPHENO:0087319	inferior vena cava morphology phenotype	semapv:LogicalReasoning
HP:0025578	Aortic valve prolapse	semapv:crossSpeciesExactMatch	UPHENO:0090116	protruding aortic valve	semapv:LogicalReasoning
HP:0025586	Hypertropia	semapv:crossSpeciesExactMatch	UPHENO:7000691	hypertropia	semapv:LogicalReasoning
HP:0025610	Posterior blepharitis	semapv:crossSpeciesExactMatch	UPHENO:0002420	tarsal gland physiology phenotype	semapv:LogicalReasoning
HP:0025636	Endometritis	semapv:crossSpeciesExactMatch	UPHENO:7000692	endometritis; endometrium inflammation	semapv:LogicalReasoning
HP:0025668	Abnormal neck morphology	semapv:crossSpeciesExactMatch	UPHENO:0087563	neck morphology phenotype	semapv:LogicalReasoning
HP:0025675	Premature closure of the ductus arteriosus	semapv:crossSpeciesExactMatch	UPHENO:0085386	premature ductus arteriosus closure	semapv:LogicalReasoning
HP:0025713	Neurite dystrophy	semapv:crossSpeciesExactMatch	UPHENO:7000693	neurite dystrophy	semapv:LogicalReasoning
HP:0025722	Cerebral infarct	semapv:crossSpeciesExactMatch	UPHENO:7000694	cerebral infarct	semapv:LogicalReasoning
HP:0025733	Streak gonad	semapv:crossSpeciesExactMatch	UPHENO:7000695	streak gonad	semapv:LogicalReasoning
HP:0025737	Abnormal subthalamic nucleus morphology	semapv:crossSpeciesExactMatch	UPHENO:0087265	subthalamic nucleus morphology phenotype	semapv:LogicalReasoning
HP:0025745	Abnormal urine amino acid level	semapv:crossSpeciesExactMatch	UPHENO:0051739	urine amino acid level phenotype	semapv:LogicalReasoning
HP:0030001	Lagophthalmos	semapv:crossSpeciesExactMatch	UPHENO:0033569	incomplete closing of the camera-type eye	semapv:LogicalReasoning
HP:0030010	Hydrometrocolpos	semapv:crossSpeciesExactMatch	UPHENO:7000696	hydrometrocolpos	semapv:LogicalReasoning
HP:0030011	Imperforate hymen	semapv:crossSpeciesExactMatch	UPHENO:7000697	imperforate hymen	semapv:LogicalReasoning
HP:0030050	Narcolepsy	semapv:crossSpeciesExactMatch	UPHENO:7000698	narcolepsy	semapv:LogicalReasoning
HP:0030146	Abnormal liver parenchyma morphology	semapv:crossSpeciesExactMatch	UPHENO:0086579	liver parenchyma morphology phenotype	semapv:LogicalReasoning
HP:0030148	Heart murmur	semapv:crossSpeciesExactMatch	UPHENO:7000699	cardiac murmur; heart murmur	semapv:LogicalReasoning
HP:0030175	Myelin tomacula	semapv:crossSpeciesExactMatch	UPHENO:7000700	myelin tomacula; tomacula	semapv:LogicalReasoning
HP:0030187	Titubation	semapv:crossSpeciesExactMatch	UPHENO:7000701	titubation	semapv:LogicalReasoning
HP:0030191	Abnormal peripheral nervous system synaptic transmission	semapv:crossSpeciesExactMatch	UPHENO:7000702	peripheral nervous system synaptic transmission; pns synaptic transmission	semapv:LogicalReasoning
HP:0030261	Absent penis	semapv:crossSpeciesExactMatch	UPHENO:0008782	absent penis	semapv:LogicalReasoning
HP:0030277	Abnormal vertebral pedicle morphology	semapv:crossSpeciesExactMatch	UPHENO:0087329	pedicle of vertebra morphology phenotype	semapv:LogicalReasoning
HP:0030304	Abnormal number of vertebrae	semapv:crossSpeciesExactMatch	UPHENO:0011522	number of anatomical enitites of type vertebra phenotype	semapv:LogicalReasoning
HP:0030321	Abnormal vertebral artery morphology	semapv:crossSpeciesExactMatch	UPHENO:7000703	vertebral artery morphology	semapv:LogicalReasoning
HP:0030329	Retinal thinning	semapv:crossSpeciesExactMatch	UPHENO:7000704	decreased total retina thickness; retinal thinning	semapv:LogicalReasoning
HP:0030333	Abnormal alpha-beta T cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000705	alpha-beta t cell morphology	semapv:LogicalReasoning
HP:0030334	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000706	cd4-positive, cd25-positive, alpha-beta regulatory t cell morphology	semapv:LogicalReasoning
