defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0008243	abnormal macrophage derived foam cell morphology	http://purl.obolibrary.org/obo/CL_0000517	macrophage derived foam cell
http://purl.obolibrary.org/obo/MP_0002446	abnormal macrophage morphology	http://purl.obolibrary.org/obo/CL_0000235	macrophage
http://purl.obolibrary.org/obo/MP_0009467	abnormal magnocellular neurosecretory cell morphology	http://purl.obolibrary.org/obo/CL_0011112	magnocellular neurosecretory cell
http://purl.obolibrary.org/obo/MP_0006362	abnormal male germ cell morphology	http://purl.obolibrary.org/obo/CL_0000015	male germ cell
http://purl.obolibrary.org/obo/MP_0009376	abnormal manchette morphology	http://purl.obolibrary.org/obo/GO_0002177	manchette
http://purl.obolibrary.org/obo/MP_0008180	abnormal marginal zone B cell morphology	http://purl.obolibrary.org/obo/CL_0000845	marginal zone B cell
http://purl.obolibrary.org/obo/MP_0000359	abnormal mast cell morphology	http://purl.obolibrary.org/obo/CL_0000097	mast cell
http://purl.obolibrary.org/obo/MP_0008171	abnormal mature B cell morphology	http://purl.obolibrary.org/obo/CL_0000785	mature B cell
http://purl.obolibrary.org/obo/MP_0013700	abnormal mature NK cell morphology	http://purl.obolibrary.org/obo/CL_0000824	mature natural killer cell
http://purl.obolibrary.org/obo/MP_0008344	abnormal mature gamma-delta T cell morphology	http://purl.obolibrary.org/obo/CL_0000800	mature gamma-delta T cell
http://purl.obolibrary.org/obo/MP_0008462	abnormal medium spiny neuron morphology	http://purl.obolibrary.org/obo/CL_1001474	medium spiny neuron
http://purl.obolibrary.org/obo/MP_0002417	abnormal megakaryocyte morphology	http://purl.obolibrary.org/obo/CL_0000556	megakaryocyte
http://purl.obolibrary.org/obo/MP_0002413	abnormal megakaryocyte progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0000553	megakaryocyte progenitor cell
http://purl.obolibrary.org/obo/MP_0013702	abnormal megakaryocyte-erythroid progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0000050	megakaryocyte-erythroid progenitor cell
http://purl.obolibrary.org/obo/MP_0009783	abnormal melanoblast morphology	http://purl.obolibrary.org/obo/CL_0000541	melanoblast
http://purl.obolibrary.org/obo/MP_0002877	abnormal melanocyte morphology	http://purl.obolibrary.org/obo/CL_0000148	melanocyte
http://purl.obolibrary.org/obo/MP_0020334	abnormal melanophage morphology	http://purl.obolibrary.org/obo/CL_0002060	melanophage
http://purl.obolibrary.org/obo/MP_0005075	abnormal melanosome morphology	http://purl.obolibrary.org/obo/GO_0042470	melanosome
http://purl.obolibrary.org/obo/MP_0008324	abnormal melanotroph morphology	http://purl.obolibrary.org/obo/CL_0000440	melanocyte stimulating hormone secreting cell
http://purl.obolibrary.org/obo/MP_0002440	abnormal memory B cell morphology	http://purl.obolibrary.org/obo/CL_0000787	memory B cell
http://purl.obolibrary.org/obo/MP_0010833	abnormal memory T cell morphology	http://purl.obolibrary.org/obo/CL_0000813	memory T cell
http://purl.obolibrary.org/obo/MP_0000136	abnormal microglial cell morphology	http://purl.obolibrary.org/obo/CL_0000129	microglial cell
http://purl.obolibrary.org/obo/MP_0020850	abnormal microtubule cytoskeleton morphology	http://purl.obolibrary.org/obo/GO_0015630	microtubule cytoskeleton
http://purl.obolibrary.org/obo/MP_0030942	abnormal microtubule organizing center morphology	http://purl.obolibrary.org/obo/GO_0005815	microtubule organizing center
http://purl.obolibrary.org/obo/MP_0011638	abnormal mitochondrial chromosome morphology	http://purl.obolibrary.org/obo/GO_0000262	mitochondrial chromosome
http://purl.obolibrary.org/obo/MP_0011635	abnormal mitochondrial crista morphology	http://purl.obolibrary.org/obo/GO_0030061	mitochondrial crista
http://purl.obolibrary.org/obo/MP_0011634	abnormal mitochondrial inner membrane morphology	http://purl.obolibrary.org/obo/GO_0005743	mitochondrial inner membrane
http://purl.obolibrary.org/obo/MP_0011637	abnormal mitochondrial matrix morphology	http://purl.obolibrary.org/obo/GO_0005759	mitochondrial matrix
http://purl.obolibrary.org/obo/MP_0006035	abnormal mitochondrion morphology	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion
http://purl.obolibrary.org/obo/MP_0009954	abnormal mitral cell morphology	http://purl.obolibrary.org/obo/CL_1001502	mitral cell
http://purl.obolibrary.org/obo/MP_0002620	abnormal monocyte morphology	http://purl.obolibrary.org/obo/CL_0000576	monocyte
http://purl.obolibrary.org/obo/MP_0008247	abnormal mononuclear cell morphology	http://purl.obolibrary.org/obo/CL_0000842	mononuclear cell
http://purl.obolibrary.org/obo/MP_0008248	abnormal mononuclear phagocyte morphology	http://purl.obolibrary.org/obo/CL_0000113	mononuclear phagocyte
http://purl.obolibrary.org/obo/MP_0013206	abnormal motile cilium morphology	http://purl.obolibrary.org/obo/GO_0031514	motile cilium
http://purl.obolibrary.org/obo/MP_0000937	abnormal motor neuron morphology	http://purl.obolibrary.org/obo/CL_0000100	motor neuron
http://purl.obolibrary.org/obo/MP_0004138	abnormal mucous neck cell morphology	http://purl.obolibrary.org/obo/CL_0000651	mucous neck cell
http://purl.obolibrary.org/obo/MP_0008252	abnormal multinucleated phagocyte morphology	http://purl.obolibrary.org/obo/CL_0000783	multinucleated phagocyte
http://purl.obolibrary.org/obo/MP_0002400	abnormal multipotent stem cell morphology	http://purl.obolibrary.org/obo/CL_0000048	multi fate stem cell
http://purl.obolibrary.org/obo/MP_0004087	abnormal muscle fiber morphology	http://purl.obolibrary.org/obo/CL_0000187	muscle cell
http://purl.obolibrary.org/obo/MP_0012185	abnormal muscle precursor cell morphology	http://purl.obolibrary.org/obo/CL_0000680	muscle precursor cell
http://purl.obolibrary.org/obo/MP_0003871	abnormal myelin sheath morphology	http://purl.obolibrary.org/obo/GO_0043209	myelin sheath
http://purl.obolibrary.org/obo/MP_0013658	abnormal myeloid cell morphology	http://purl.obolibrary.org/obo/CL_0000763	myeloid cell
http://purl.obolibrary.org/obo/MP_0006173	abnormal myeloid dendritic cell morphology	http://purl.obolibrary.org/obo/CL_0000782	myeloid dendritic cell
http://purl.obolibrary.org/obo/MP_0008250	abnormal myeloid leukocyte morphology	http://purl.obolibrary.org/obo/CL_0000766	myeloid leukocyte
http://purl.obolibrary.org/obo/MP_0000278	abnormal myocardial fiber morphology	http://purl.obolibrary.org/obo/CL_0000746	cardiac muscle cell
http://purl.obolibrary.org/obo/MP_0030957	abnormal myotube morphology	http://purl.obolibrary.org/obo/CL_0002372	myotube
http://purl.obolibrary.org/obo/MP_0008184	abnormal naive B cell morphology	http://purl.obolibrary.org/obo/CL_0000788	naive B cell
http://purl.obolibrary.org/obo/MP_0002262	abnormal nasal mucosa goblet cell morphology	http://purl.obolibrary.org/obo/CL_0002480	nasal mucosa goblet cell
http://purl.obolibrary.org/obo/MP_0009845	abnormal neural crest cell morphology	http://purl.obolibrary.org/obo/CL_0000333	migratory neural crest cell
http://purl.obolibrary.org/obo/MP_0008415	abnormal neurite morphology	http://purl.obolibrary.org/obo/GO_0043005	neuron projection
http://purl.obolibrary.org/obo/MP_0010913	abnormal neuroendocrine cell morphology	http://purl.obolibrary.org/obo/CL_0000165	neuroendocrine cell
http://purl.obolibrary.org/obo/MP_0001053	abnormal neuromuscular synapse morphology	http://purl.obolibrary.org/obo/GO_0031594	neuromuscular junction
http://purl.obolibrary.org/obo/MP_0002882	abnormal neuron morphology	http://purl.obolibrary.org/obo/CL_0000540	neuron
http://purl.obolibrary.org/obo/MP_0012203	abnormal neuronal stem cell morphology	http://purl.obolibrary.org/obo/CL_0000047	neuronal stem cell
http://purl.obolibrary.org/obo/MP_0005065	abnormal neutrophil morphology	http://purl.obolibrary.org/obo/CL_0000775	neutrophil
http://purl.obolibrary.org/obo/MP_0000969	abnormal nociceptor morphology	http://purl.obolibrary.org/obo/CL_0000198	pain receptor cell
http://purl.obolibrary.org/obo/MP_0010732	abnormal node of Ranvier morphology	http://purl.obolibrary.org/obo/GO_0033268	node of Ranvier
http://purl.obolibrary.org/obo/MP_0013205	abnormal nonmotile primary cilium morphology	http://purl.obolibrary.org/obo/GO_0097730	non-motile cilium
http://purl.obolibrary.org/obo/MP_0008506	abnormal noradrenergic chromaffin cell morphology	http://purl.obolibrary.org/obo/CL_0002083	type I cell of adrenal medulla
http://purl.obolibrary.org/obo/MP_0008890	abnormal nuclear lamina morphology	http://purl.obolibrary.org/obo/GO_0005652	nuclear lamina
http://purl.obolibrary.org/obo/MP_0008830	abnormal nucleolus morphology	http://purl.obolibrary.org/obo/GO_0005730	nucleolus
http://purl.obolibrary.org/obo/MP_0030453	abnormal odontoblast morphology	http://purl.obolibrary.org/obo/CL_0000060	odontoblast
http://purl.obolibrary.org/obo/MP_0009943	abnormal olfactory bulb periglomerular cell morphology	http://purl.obolibrary.org/obo/CL_1001435	periglomerular cell
http://purl.obolibrary.org/obo/MP_0009955	abnormal olfactory bulb tufted cell morphology	http://purl.obolibrary.org/obo/CL_1001503	olfactory bulb tufted cell
http://purl.obolibrary.org/obo/MP_0006092	abnormal olfactory sensory neuron morphology	http://purl.obolibrary.org/obo/CL_0000207	olfactory receptor cell
http://purl.obolibrary.org/obo/MP_0000953	abnormal oligodendrocyte morphology	http://purl.obolibrary.org/obo/CL_0000128	oligodendrocyte
http://purl.obolibrary.org/obo/MP_0001125	abnormal oocyte morphology	http://purl.obolibrary.org/obo/CL_0000023	oocyte
http://purl.obolibrary.org/obo/MP_0004300	abnormal organ of Corti supporting cell morphology	http://purl.obolibrary.org/obo/CL_0002490	organ of Corti supporting cell
http://purl.obolibrary.org/obo/MP_0004986	abnormal osteoblast morphology	http://purl.obolibrary.org/obo/CL_0000062	osteoblast
http://purl.obolibrary.org/obo/MP_0004982	abnormal osteoclast morphology	http://purl.obolibrary.org/obo/CL_0000092	osteoclast
http://purl.obolibrary.org/obo/MP_0008753	abnormal osteocyte morphology	http://purl.obolibrary.org/obo/CL_0000137	osteocyte
http://purl.obolibrary.org/obo/MP_0010040	abnormal oval cell morphology	http://purl.obolibrary.org/obo/CL_0002196	hepatic oval stem cell
http://purl.obolibrary.org/obo/MP_0005216	abnormal pancreatic alpha cell morphology	http://purl.obolibrary.org/obo/CL_0000171	pancreatic A cell
http://purl.obolibrary.org/obo/MP_0005217	abnormal pancreatic beta cell morphology	http://purl.obolibrary.org/obo/CL_0000169	type B pancreatic cell
http://purl.obolibrary.org/obo/MP_0005218	abnormal pancreatic delta cell morphology	http://purl.obolibrary.org/obo/CL_0000173	pancreatic D cell
http://purl.obolibrary.org/obo/MP_0009189	abnormal pancreatic epsilon cell morphology	http://purl.obolibrary.org/obo/CL_0005019	pancreatic epsilon cell
http://purl.obolibrary.org/obo/MP_0010734	abnormal paranode morphology	http://purl.obolibrary.org/obo/GO_0033270	paranode region of axon
http://purl.obolibrary.org/obo/MP_0001037	abnormal parasympathetic neuron morphology	http://purl.obolibrary.org/obo/CL_0000107	autonomic neuron
http://purl.obolibrary.org/obo/MP_0013572	abnormal parathyroid gland chief cell morphology	http://purl.obolibrary.org/obo/CL_0000446	chief cell of parathyroid gland
http://purl.obolibrary.org/obo/MP_0010125	abnormal parvocellular neurosecretory cell morphology	http://purl.obolibrary.org/obo/CL_1001505	parvocellular neurosecretory cell
http://purl.obolibrary.org/obo/MP_0001032	abnormal peptidergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000110	peptidergic neuron
http://purl.obolibrary.org/obo/MP_0003719	abnormal pericyte morphology	http://purl.obolibrary.org/obo/CL_0000669	pericyte cell
http://purl.obolibrary.org/obo/MP_0008244	abnormal peritoneal macrophage morphology	http://purl.obolibrary.org/obo/CL_0000581	peritoneal macrophage
http://purl.obolibrary.org/obo/MP_0006420	abnormal peritubular myoid cell morphology	http://purl.obolibrary.org/obo/CL_0002481	peritubular myoid cell
http://purl.obolibrary.org/obo/MP_0008242	abnormal perivascular macrophage morphology	http://purl.obolibrary.org/obo/CL_0000881	perivascular macrophage
http://purl.obolibrary.org/obo/MP_0014010	abnormal peroxisome morphology	http://purl.obolibrary.org/obo/GO_0005777	peroxisome
http://purl.obolibrary.org/obo/MP_0008251	abnormal phagocyte morphology	http://purl.obolibrary.org/obo/CL_0000234	phagocyte
http://purl.obolibrary.org/obo/MP_0014059	abnormal photoreceptor connecting cilium morphology	http://purl.obolibrary.org/obo/GO_0032391	photoreceptor connecting cilium
http://purl.obolibrary.org/obo/MP_0020813	abnormal photoreceptor outer segment disc membrane morphology	http://purl.obolibrary.org/obo/GO_0097381	photoreceptor disc membrane
http://purl.obolibrary.org/obo/MP_0003729	abnormal photoreceptor outer segment morphology	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment
http://purl.obolibrary.org/obo/MP_0003825	abnormal pillar cell morphology	http://purl.obolibrary.org/obo/CL_1000191	pillar cell
http://purl.obolibrary.org/obo/MP_0013359	abnormal pinealocyte morphology	http://purl.obolibrary.org/obo/CL_0000652	pinealocyte
http://purl.obolibrary.org/obo/MP_0013340	abnormal pituicyte morphology	http://purl.obolibrary.org/obo/CL_0000645	pituicyte
http://purl.obolibrary.org/obo/MP_0002439	abnormal plasma cell morphology	http://purl.obolibrary.org/obo/CL_0000786	plasma cell
http://purl.obolibrary.org/obo/MP_0003950	abnormal plasma membrane morphology	http://purl.obolibrary.org/obo/GO_0005886	plasma membrane
http://purl.obolibrary.org/obo/MP_0013939	abnormal plasmablast morphology	http://purl.obolibrary.org/obo/CL_0000980	plasmablast
http://purl.obolibrary.org/obo/MP_0004242	abnormal plasmacytoid dendritic cell morphology	http://purl.obolibrary.org/obo/CL_0000784	plasmacytoid dendritic cell
http://purl.obolibrary.org/obo/MP_0014060	abnormal platelet alpha-granule morphology	http://purl.obolibrary.org/obo/GO_0031091	platelet alpha granule
http://purl.obolibrary.org/obo/MP_0004721	abnormal platelet dense granule morphology	http://purl.obolibrary.org/obo/GO_0042827	platelet dense granule
http://purl.obolibrary.org/obo/MP_0004720	abnormal platelet morphology	http://purl.obolibrary.org/obo/CL_0000233	platelet
http://purl.obolibrary.org/obo/MP_0008059	abnormal podocyte foot process morphology	http://purl.obolibrary.org/obo/GO_0098846	podocyte foot
http://purl.obolibrary.org/obo/MP_0012736	abnormal polar body morphology	http://purl.obolibrary.org/obo/CL_0002090	polar body
http://purl.obolibrary.org/obo/MP_0000970	abnormal polymodal receptor morphology	http://purl.obolibrary.org/obo/CL_0000567	polymodal nocireceptor
http://purl.obolibrary.org/obo/MP_0020551	abnormal postsynaptic density morphology	http://purl.obolibrary.org/obo/GO_0014069	postsynaptic density
http://purl.obolibrary.org/obo/MP_0011814	abnormal pre-pro B cell morphology	http://purl.obolibrary.org/obo/CL_0002045	Fraction A pre-pro B cell
http://purl.obolibrary.org/obo/MP_0012737	abnormal primary polar body morphology	http://purl.obolibrary.org/obo/CL_0002091	primary polar body
http://purl.obolibrary.org/obo/MP_0008391	abnormal primordial germ cell morphology	http://purl.obolibrary.org/obo/CL_0000670	primordial germ cell
http://purl.obolibrary.org/obo/MP_0005432	abnormal pro-B cell morphology	http://purl.obolibrary.org/obo/CL_0000826	pro-B cell
http://purl.obolibrary.org/obo/MP_0002416	abnormal proerythroblast morphology	http://purl.obolibrary.org/obo/CL_0000547	proerythroblast
http://purl.obolibrary.org/obo/MP_0008195	abnormal professional antigen presenting cell morphology	http://purl.obolibrary.org/obo/CL_0000145	professional antigen presenting cell
http://purl.obolibrary.org/obo/MP_0004297	abnormal proprioceptive neuron morphology	http://purl.obolibrary.org/obo/CL_1001451	sensory neuron of dorsal root ganglion
http://purl.obolibrary.org/obo/MP_0002273	abnormal pulmonary alveolus epithelial cell morphology	http://purl.obolibrary.org/obo/CL_0000322	pneumocyte
http://purl.obolibrary.org/obo/MP_0003648	abnormal radial glial cell morphology	http://purl.obolibrary.org/obo/CL_0000681	radial glial cell
http://purl.obolibrary.org/obo/MP_0004941	abnormal regulatory T cell morphology	http://purl.obolibrary.org/obo/CL_0000815	regulatory T cell
http://purl.obolibrary.org/obo/MP_0002424	abnormal reticulocyte morphology	http://purl.obolibrary.org/obo/CL_0000558	reticulocyte
http://purl.obolibrary.org/obo/MP_0006073	abnormal retinal bipolar cell morphology	http://purl.obolibrary.org/obo/CL_0000748	retinal bipolar neuron
http://purl.obolibrary.org/obo/MP_0006075	abnormal retinal cone bipolar cell morphology	http://purl.obolibrary.org/obo/CL_0000752	cone retinal bipolar cell
http://purl.obolibrary.org/obo/MP_0001006	abnormal retinal cone cell morphology	http://purl.obolibrary.org/obo/CL_0000573	retinal cone cell
http://purl.obolibrary.org/obo/MP_0008056	abnormal retinal ganglion cell morphology	http://purl.obolibrary.org/obo/CL_0000740	retinal ganglion cell
http://purl.obolibrary.org/obo/MP_0010190	abnormal retinal melanocyte morphology	http://purl.obolibrary.org/obo/CL_0002485	retinal melanocyte
http://purl.obolibrary.org/obo/MP_0001004	abnormal retinal photoreceptor morphology	http://purl.obolibrary.org/obo/CL_0000287	eye photoreceptor cell
http://purl.obolibrary.org/obo/MP_0006071	abnormal retinal progenitor cell morphology	http://purl.obolibrary.org/obo/CL_0002672	retinal progenitor cell
http://purl.obolibrary.org/obo/MP_0006074	abnormal retinal rod bipolar cell morphology	http://purl.obolibrary.org/obo/CL_0000751	rod bipolar cell
http://purl.obolibrary.org/obo/MP_0001005	abnormal retinal rod cell morphology	http://purl.obolibrary.org/obo/CL_0000604	retinal rod cell
http://purl.obolibrary.org/obo/MP_0020359	abnormal ribbon synapse morphology	http://purl.obolibrary.org/obo/GO_0097470	ribbon synapse
http://purl.obolibrary.org/obo/MP_0004121	abnormal sarcolemma morphology	http://purl.obolibrary.org/obo/GO_0042383	sarcolemma
http://purl.obolibrary.org/obo/MP_0004090	abnormal sarcomere morphology	http://purl.obolibrary.org/obo/GO_0030017	sarcomere
http://purl.obolibrary.org/obo/MP_0004088	abnormal sarcoplasmic reticulum morphology	http://purl.obolibrary.org/obo/GO_0016529	sarcoplasmic reticulum
http://purl.obolibrary.org/obo/MP_0013375	abnormal sebocyte morphology	http://purl.obolibrary.org/obo/CL_0002140	acinar cell of sebaceous gland
http://purl.obolibrary.org/obo/MP_0012738	abnormal secondary polar body morphology	http://purl.obolibrary.org/obo/CL_0002093	secondary polar body
http://purl.obolibrary.org/obo/MP_0000965	abnormal sensory neuron morphology	http://purl.obolibrary.org/obo/CL_0000101	sensory neuron
http://purl.obolibrary.org/obo/MP_0003877	abnormal serotonergic neuron morphology	http://purl.obolibrary.org/obo/CL_0000850	serotonergic neuron
http://purl.obolibrary.org/obo/MP_0010085	abnormal short lived plasma cell morphology	http://purl.obolibrary.org/obo/CL_0000975	short lived plasma cell
http://purl.obolibrary.org/obo/MP_0003084	abnormal skeletal muscle fiber morphology	http://purl.obolibrary.org/obo/CL_0000188	cell of skeletal muscle
http://purl.obolibrary.org/obo/MP_0013792	abnormal small intestine goblet cell morphology	http://purl.obolibrary.org/obo/CL_1000495	small intestine goblet cell
http://purl.obolibrary.org/obo/MP_0010914	abnormal solitary pulmonary neuroendocrine cell morphology	http://purl.obolibrary.org/obo/CL_0002066	Feyrter cell
http://purl.obolibrary.org/obo/MP_0008322	abnormal somatotroph morphology	http://purl.obolibrary.org/obo/CL_0000295	somatotropin secreting cell
http://purl.obolibrary.org/obo/MP_0009834	abnormal sperm annulus morphology	http://purl.obolibrary.org/obo/GO_0097227	sperm annulus
http://purl.obolibrary.org/obo/MP_0009830	abnormal sperm connecting piece morphology	http://purl.obolibrary.org/obo/GO_0097224	sperm connecting piece
http://purl.obolibrary.org/obo/MP_0009837	abnormal sperm end piece morphology	http://purl.obolibrary.org/obo/GO_0097229	sperm end piece
http://purl.obolibrary.org/obo/MP_0030590	abnormal sperm fibrous sheath morphology	http://purl.obolibrary.org/obo/GO_0035686	sperm fibrous sheath
http://purl.obolibrary.org/obo/MP_0008892	abnormal sperm flagellum morphology	http://purl.obolibrary.org/obo/GO_0036126	sperm flagellum
http://purl.obolibrary.org/obo/MP_0009831	abnormal sperm midpiece morphology	http://purl.obolibrary.org/obo/GO_0097225	sperm midpiece
http://purl.obolibrary.org/obo/MP_0009832	abnormal sperm mitochondrial sheath morphology	http://purl.obolibrary.org/obo/GO_0097226	sperm mitochondrial sheath
http://purl.obolibrary.org/obo/MP_0009836	abnormal sperm principal piece morphology	http://purl.obolibrary.org/obo/GO_0097228	sperm principal piece
http://purl.obolibrary.org/obo/MP_0006380	abnormal spermatid morphology	http://purl.obolibrary.org/obo/CL_0000018	spermatid
http://purl.obolibrary.org/obo/MP_0006379	abnormal spermatocyte morphology	http://purl.obolibrary.org/obo/CL_0000017	spermatocyte
http://purl.obolibrary.org/obo/MP_0006378	abnormal spermatogonia morphology	http://purl.obolibrary.org/obo/CL_0000020	spermatogonium
http://purl.obolibrary.org/obo/MP_0008887	abnormal splicing factor domain morphology	http://purl.obolibrary.org/obo/GO_0016607	nuclear speck
http://purl.obolibrary.org/obo/MP_0008959	abnormal spongiotrophoblast cell morphology	http://purl.obolibrary.org/obo/CL_0002499	spongiotrophoblast cell
http://purl.obolibrary.org/obo/MP_0010803	abnormal stomach enteroendocrine cell morphology	http://purl.obolibrary.org/obo/CL_1001517	stomach enteroendocrine cell
http://purl.obolibrary.org/obo/MP_0004367	abnormal strial intermediate cell morphology	http://purl.obolibrary.org/obo/CL_0002486	strial intermediate cell
http://purl.obolibrary.org/obo/MP_0004366	abnormal strial marginal cell morphology	http://purl.obolibrary.org/obo/CL_0002492	strial marginal cell
http://purl.obolibrary.org/obo/MP_0020841	abnormal supporting cell of carotid body morphology	http://purl.obolibrary.org/obo/CL_0002256	supporting cell of carotid body
http://purl.obolibrary.org/obo/MP_0020361	abnormal symmetric synapse morphology	http://purl.obolibrary.org/obo/GO_0032280	symmetric synapse
http://purl.obolibrary.org/obo/MP_0009538	abnormal synapse morphology	http://purl.obolibrary.org/obo/GO_0045202	synapse
http://purl.obolibrary.org/obo/MP_0008571	abnormal synaptic bouton morphology	http://purl.obolibrary.org/obo/GO_0043195	terminal bouton
http://purl.obolibrary.org/obo/MP_0004769	abnormal synaptic vesicle morphology	http://purl.obolibrary.org/obo/GO_0008021	synaptic vesicle
http://purl.obolibrary.org/obo/MP_0011531	abnormal syncytiotrophoblast morphology	http://purl.obolibrary.org/obo/CL_0000525	syncytiotrophoblast cell
http://purl.obolibrary.org/obo/MP_0010207	abnormal telomere morphology	http://purl.obolibrary.org/obo/GO_0000781	chromosome, telomeric region
http://purl.obolibrary.org/obo/MP_0030803	abnormal tendon cell morphology	http://purl.obolibrary.org/obo/CL_0000388	tendon cell
http://purl.obolibrary.org/obo/MP_0000971	abnormal thermoreceptor morphology	http://purl.obolibrary.org/obo/CL_0000205	thermoreceptor cell
http://purl.obolibrary.org/obo/MP_0008326	abnormal thyrotroph morphology	http://purl.obolibrary.org/obo/CL_0000476	thyrotroph
http://purl.obolibrary.org/obo/MP_0008188	abnormal transitional stage B cell morphology	http://purl.obolibrary.org/obo/CL_0000818	transitional stage B cell
http://purl.obolibrary.org/obo/MP_0009919	abnormal transitional stage T1 B cell morphology	http://purl.obolibrary.org/obo/CL_0000958	T1 B cell
http://purl.obolibrary.org/obo/MP_0009920	abnormal transitional stage T2 B cell morphology	http://purl.obolibrary.org/obo/CL_0000959	T2 B cell
http://purl.obolibrary.org/obo/MP_0009921	abnormal transitional stage T3 B cell morphology	http://purl.obolibrary.org/obo/CL_0000960	T3 B cell
http://purl.obolibrary.org/obo/MP_0005033	abnormal trophoblast giant cell morphology	http://purl.obolibrary.org/obo/CL_0002488	trophoblast giant cell
http://purl.obolibrary.org/obo/MP_0008958	abnormal trophoblast glycogen cell morphology	http://purl.obolibrary.org/obo/CL_0000326	glycogen accumulating cell
http://purl.obolibrary.org/obo/MP_0013013	abnormal trunk neural crest cell morphology	http://purl.obolibrary.org/obo/CL_0000011	migratory trunk neural crest cell
http://purl.obolibrary.org/obo/MP_0020840	abnormal type I cell of carotid body morphology	http://purl.obolibrary.org/obo/CL_0002292	type I cell of carotid body
http://purl.obolibrary.org/obo/MP_0002274	abnormal type I pneumocyte morphology	http://purl.obolibrary.org/obo/CL_0002062	type I pneumocyte
http://purl.obolibrary.org/obo/MP_0002275	abnormal type II pneumocyte morphology	http://purl.obolibrary.org/obo/CL_0002063	type II pneumocyte
http://purl.obolibrary.org/obo/MP_0008054	abnormal uterine NK cell morphology	http://purl.obolibrary.org/obo/CL_0002343	decidual natural killer cell
http://purl.obolibrary.org/obo/MP_0020851	abnormal vacuole morphology	http://purl.obolibrary.org/obo/GO_0005773	vacuole
http://purl.obolibrary.org/obo/MP_0006055	abnormal vascular endothelial cell morphology	http://purl.obolibrary.org/obo/CL_0002139	endothelial cell of vascular tree
http://purl.obolibrary.org/obo/MP_0004775	abnormal vestibular dark cell morphology	http://purl.obolibrary.org/obo/CL_0000846	vestibular dark cell
http://purl.obolibrary.org/obo/MP_0002623	abnormal vestibular hair cell morphology	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell
http://purl.obolibrary.org/obo/MP_0011679	abnormal vomeronasal sensory neuron morphology	http://purl.obolibrary.org/obo/CL_1001561	vomeronasal sensory neuron
http://purl.obolibrary.org/obo/MP_0009117	abnormal white fat cell morphology	http://purl.obolibrary.org/obo/CL_0000448	white fat cell
http://purl.obolibrary.org/obo/MP_0011247	abnormal yolk sac hematopoietic stem cell morphology	http://purl.obolibrary.org/obo/CL_0002354	yolk sac hematopoietic stem cell
