upheno_id	upheno_label	parent	comment
UPHENO:7000143	vesicoureteral reflux	UPHENO:0002411|UPHENO:0002827|UPHENO:0002437|UPHENO:0082878|UPHENO:0002442|UPHENO:0002806	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0001948 (vesicoureteral reflux), HP:0000076 (Vesicoureteral reflux)
UPHENO:7000144	glomerular sclerosis; glomerulosclerosis	UPHENO:0076738|UPHENO:0076779	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005264 (glomerulosclerosis), HP:0000096 (Glomerular sclerosis)
UPHENO:7000145	glomerulonephritis	UPHENO:0002411|UPHENO:0076738|UPHENO:0074714	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000099 (Glomerulonephritis), MP:0002743 (glomerulonephritis)
UPHENO:7000146	pelvic kidney	UPHENO:0053588|UPHENO:0076779	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000125 (Pelvic kidney), MP:0011361 (pelvic kidney)
UPHENO:7000147	rectovaginal fistula	UPHENO:0002714|UPHENO:0076773|UPHENO:0087346|UPHENO:0076734|UPHENO:0076766	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000143 (Rectovaginal fistula), MP:0003320 (rectovaginal fistula)
UPHENO:7000148	glossoptosis	UPHENO:0003041|UPHENO:0085555|UPHENO:0018392|UPHENO:0088098|UPHENO:0076786	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000162 (Glossoptosis), MP:0031444 (glossoptosis)
UPHENO:7000149	oral cleft; orofacial cleft	UPHENO:0087472|UPHENO:0002844|UPHENO:0076800|UPHENO:0076803|UPHENO:0076786	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000202 (Orofacial cleft), MP:0021164 (oral cleft)
UPHENO:7000150	glossitis; tongue inflammation	UPHENO:0003041|UPHENO:0076786	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000206 (Glossitis), MP:0030129 (tongue inflammation)
UPHENO:7000151	lip telangiectasia	UPHENO:0087551|UPHENO:0076786|UPHENO:0076800	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0003778 (lip telangiectasia), HP:0000214 (Lip telangiectasia)
UPHENO:7000152	hypogeusia	UPHENO:0002433|UPHENO:0002394|UPHENO:0078688	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031091 (hypogeusia), HP:0000224 (Hypogeusia)
UPHENO:7000153	delayed cranial suture closure; delayed fontanelle closure	UPHENO:0000546|UPHENO:0000527|UPHENO:0002798	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000270 (Delayed cranial suture closure), MP:0030393 (delayed fontanelle closure), MP:0010743 (delayed cranial suture closure)
UPHENO:7000154	mandibular retrognathia; retrognathia	UPHENO:0088116|UPHENO:0018392|UPHENO:0053573|UPHENO:0083646|UPHENO:0076703|UPHENO:0076800|UPHENO:0084457|UPHENO:0076803	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0004282 (retrognathia), HP:0000278 (Retrognathia), MP:0030273 (mandibular retrognathia)
UPHENO:7000155	coarse facial features	UPHENO:0002910|UPHENO:0087472|UPHENO:0041147	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030074 (coarse facial features), HP:0000280 (Coarse facial features)
UPHENO:7000156	maxilla morphology	UPHENO:0084457|UPHENO:0002870|UPHENO:0002761	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000326 (Abnormal maxilla morphology), ZP:0102648 (maxilla morphology, abnormal)
UPHENO:7000157	posteriorly rotated ears	UPHENO:0018414|UPHENO:0005986|UPHENO:0018426|UPHENO:0082023	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000358 (Posteriorly rotated ears), MP:0003715 (posteriorly rotated ears)
UPHENO:7000158	tinnitus	UPHENO:0002240	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0003741 (tinnitus), HP:0000360 (Tinnitus)
UPHENO:7000159	otosclerosis	UPHENO:0002936|UPHENO:0087541|UPHENO:0002930|UPHENO:0086712	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0004897 (otosclerosis), HP:0000362 (Otosclerosis)
UPHENO:7000160	periauricular region morphology	UPHENO:0087585|UPHENO:0087116|UPHENO:0087472	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030096 (abnormal periauricular region morphology), HP:0000383 (Abnormal periauricular region morphology)
UPHENO:7000161	preauricular skin tag	UPHENO:0087585|UPHENO:0087116	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000384 (Preauricular skin tag), MP:0031305 (preauricular skin tag)
UPHENO:7000162	mixed hearing impairment	UPHENO:0077990|UPHENO:0002476|UPHENO:0078736|UPHENO:0076901|UPHENO:0005518	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006327 (mixed hearing impairment), HP:0000410 (Mixed hearing impairment)
UPHENO:7000163	epistaxis	UPHENO:0002448|UPHENO:0002907|UPHENO:0004536|UPHENO:0002910|UPHENO:0004459	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000421 (Epistaxis), MP:0013127 (epistaxis)
UPHENO:7000164	anosmia	UPHENO:0002907|UPHENO:0078689|UPHENO:0002447|UPHENO:0002433	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0004512 (anosmia), HP:0000458 (Anosmia)
UPHENO:7000165	webbed neck	UPHENO:0087563|UPHENO:0003074|UPHENO:0087513|UPHENO:0087928	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0012077 (webbed neck), HP:0000465 (Webbed neck)
UPHENO:7000166	torticollis	UPHENO:0002433|UPHENO:0075796|UPHENO:0076710	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000473 (Torticollis), MP:0030126 (torticollis)
UPHENO:7000167	retina coloboma; retinal coloboma	UPHENO:0076702|UPHENO:0033643|UPHENO:0076782|UPHENO:0088038	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0010715 (retina coloboma), HP:0000480 (Retinal coloboma)
UPHENO:7000168	cornea morphology	UPHENO:0004764|UPHENO:0002902	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.ZP:0010594 (cornea morphology, abnormal), HP:0000481 (Abnormal cornea morphology)
UPHENO:7000169	strabismus	UPHENO:0087924|UPHENO:0079828|UPHENO:0018418	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005254 (strabismus), HP:0000486 (Strabismus)
UPHENO:7000170	deeply set eye; enophthalmos	UPHENO:0087924|UPHENO:0018418|UPHENO:0018424	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006198 (enophthalmos), HP:0000490 (Deeply set eye)
UPHENO:7000171	blepharitis	UPHENO:0002219|UPHENO:0074632|UPHENO:0076761	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005251 (blepharitis), HP:0000498 (Blepharitis)
UPHENO:7000172	conjunctivitis	UPHENO:0005090|UPHENO:0002219|UPHENO:0074632	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0001852 (conjunctivitis), HP:0000509 (Conjunctivitis)
UPHENO:7000173	developmental cataract	UPHENO:0087578|UPHENO:0071334|UPHENO:0084816	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000519 (Developmental cataract), MP:0031345 (developmental cataract)
UPHENO:7000174	alacrima	UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000522 (Alacrima), MP:0014157 (alacrima)
UPHENO:7000175	subcapsular cataract	UPHENO:0087578|UPHENO:0084816	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000523 (Subcapsular cataract), MP:0010251 (subcapsular cataract)
UPHENO:7000176	conjunctival telangiectasia	UPHENO:0087576|UPHENO:0005090|UPHENO:0015306|UPHENO:0087915	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006193 (conjunctival telangiectasia), HP:0000524 (Conjunctival telangiectasia)
UPHENO:7000177	cornea deposits; corneal crystals	UPHENO:0087577|UPHENO:0087597|UPHENO:0087232|UPHENO:0088026	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000531 (Corneal crystals), MP:0005544 (cornea deposits)
UPHENO:7000178	epicanthus inversus	UPHENO:0087924|UPHENO:0072402|UPHENO:0076761	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000537 (Epicanthus inversus), MP:0006168 (epicanthus inversus)
UPHENO:7000179	hypermetropia	UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006153 (hypermetropia), HP:0000540 (Hypermetropia)
UPHENO:7000180	myopia	UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0003100 (myopia), HP:0000545 (Myopia)
UPHENO:7000181	uveitis	UPHENO:0076804|UPHENO:0002219|UPHENO:0074632	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000554 (Uveitis), MP:0005515 (uveitis)
UPHENO:7000182	buphthalmos	UPHENO:0001227|UPHENO:0075219|UPHENO:0001519|UPHENO:0075213|UPHENO:0071334	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000557 (Buphthalmos), MP:0009274 (buphthalmos)
UPHENO:7000183	cornea scarring; corneal scarring	UPHENO:0087577|UPHENO:0087232|UPHENO:0002712|UPHENO:0087597	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0001316 (cornea scarring), HP:0000559 (Corneal scarring)
UPHENO:7000184	esotropia	UPHENO:0018418	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000565 (Esotropia), MP:0005256 (esotropia)
UPHENO:7000185	retina hemorrhage; retinal hemorrhage	UPHENO:0076702|UPHENO:0076782|UPHENO:0002219|UPHENO:0088038	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000573 (Retinal hemorrhage), MP:0006185 (retina hemorrhage)
UPHENO:7000186	exotropia	UPHENO:0018418	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005255 (exotropia), HP:0000577 (Exotropia)
UPHENO:7000187	shallow orbits	UPHENO:0084460|UPHENO:0081566|UPHENO:0069200|UPHENO:0075997|UPHENO:0075173|UPHENO:0085881|UPHENO:0018424	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000586 (Shallow orbits), MP:0006213 (shallow orbits)
UPHENO:7000188	photophobia	UPHENO:0050622|UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000613 (Photophobia), MP:0013787 (photophobia)
UPHENO:7000189	entropion	UPHENO:0087924|UPHENO:0076761	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000621 (Entropion), MP:0006165 (entropion)
UPHENO:7000190	periorbital fullness	UPHENO:0002910|UPHENO:0075996|UPHENO:0087472|UPHENO:0087581	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030098 (periorbital fullness), HP:0000629 (Periorbital fullness)
UPHENO:7000191	lacrimation abnormality; tear production	UPHENO:0003020|UPHENO:3000007|UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000632 (Lacrimation abnormality), MP:0020218 (abnormal tear production)
UPHENO:7000192	decreased lacrimation; decreased tear production	UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000633 (Decreased lacrimation), MP:0020220 (decreased tear production)
UPHENO:7000193	blepharospasm; cogan lid twitch; eyelid muscle spasm	UPHENO:3000007|UPHENO:0078742|UPHENO:0002245|UPHENO:0002219|UPHENO:0002456	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000643 (Blepharospasm), MP:0006244 (eyelid muscle spasm), HP:0031786 (Cogan lid twitch)
UPHENO:7000194	sclerocornea	UPHENO:0087577	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0012121 (sclerocornea), HP:0000647 (Sclerocornea)
UPHENO:7000195	abnormality of visual evoked potentials; visual evoked potential	UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000649 (Abnormality of visual evoked potentials), MP:0010748 (abnormal visual evoked potential)
UPHENO:7000196	diplopia; double vision	UPHENO:0050622|UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006150 (double vision), HP:0000651 (Diplopia)
UPHENO:7000197	oculomotor apraxia	UPHENO:0079828|UPHENO:0002219	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006224 (oculomotor apraxia), HP:0000657 (Oculomotor apraxia)
UPHENO:7000198	eyelid apraxia	UPHENO:3000007|UPHENO:0002219|UPHENO:0002456|UPHENO:0078742	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000658 (Eyelid apraxia), MP:0006251 (eyelid apraxia)
UPHENO:7000199	nyctalopia	UPHENO:0050622|UPHENO:0002219|UPHENO:0078456	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0008144 (nyctalopia), HP:0000662 (Nyctalopia)
UPHENO:7000200	carious teeth	UPHENO:0087300|UPHENO:0002826	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030101 (carious teeth), HP:0000670 (Carious teeth)
UPHENO:7000201	taurodontia	UPHENO:0086994|UPHENO:0081556|UPHENO:0087300|UPHENO:0087452|UPHENO:0075867	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000679 (Taurodontia), MP:0030496 (taurodontia)
UPHENO:7000202	dental malocclusion; malocclusion	UPHENO:0087300|UPHENO:0002826	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000689 (Dental malocclusion), MP:0000120 (malocclusion)
UPHENO:7000203	decreased nerve conduction velocity	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0008814 (decreased nerve conduction velocity), HP:0000762 (Decreased nerve conduction velocity)
UPHENO:7000204	scapula morphology	UPHENO:0002983|UPHENO:0002931|UPHENO:0003375	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000782 (Abnormal scapula morphology), XPO:0102865 (abnormal scapula morphology)
UPHENO:7000205	nephrolithiasis	UPHENO:0002411|UPHENO:0076779|UPHENO:0002442|UPHENO:0087427|UPHENO:0002803	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000787 (Nephrolithiasis), MP:0002708 (nephrolithiasis)
UPHENO:7000206	external genitalia morphology; external genitalia phenotype	UPHENO:0002595|UPHENO:0003055	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.UPHENO:0002595 (external genitalia phenotype), HP:0000811 (Abnormal external genitalia morphology)
UPHENO:7000207	hypertension	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0000231 (hypertension), HP:0000822 (Hypertension)
UPHENO:7000208	decreased activity of parathyroid; hypoparathyroidism	UPHENO:0002822|UPHENO:0002434|UPHENO:0002388	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000829 (Hypoparathyroidism), MP:0003433 (decreased activity of parathyroid)
UPHENO:7000209	hyperthyroidism; increased activity of thyroid gland	UPHENO:0002325|UPHENO:0002388|UPHENO:0002689	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000836 (Hyperthyroidism), MP:0003502 (increased activity of thyroid gland)
UPHENO:7000210	increased circulating gonadotropin level	UPHENO:0074588|UPHENO:0075772	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000837 (Increased circulating gonadotropin level), MP:0003362 (increased circulating gonadotropin level)
UPHENO:7000211	hyperparathyroidism; increased activity of parathyroid	UPHENO:0002822|UPHENO:0002434|UPHENO:0002388	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000843 (Hyperparathyroidism), MP:0003432 (increased activity of parathyroid)
UPHENO:7000212	insulin resistance	UPHENO:0050433	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005331 (insulin resistance), HP:0000855 (Insulin resistance)
UPHENO:7000213	rachitic rosary	UPHENO:0083650|UPHENO:0086987|UPHENO:0087786|UPHENO:0081589|UPHENO:0002931|UPHENO:0075783|UPHENO:0087912	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030884 (rachitic rosary), HP:0000897 (Rachitic rosary)
UPHENO:7000214	osteoporosis	UPHENO:0082835|UPHENO:0084654|UPHENO:0054254	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000939 (Osteoporosis), MP:0000066 (osteoporosis)
UPHENO:7000215	diaphysis morphology	UPHENO:0004723|UPHENO:0002896|UPHENO:0076727|UPHENO:0004726|UPHENO:0076740|UPHENO:0004506|UPHENO:0004504	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.XPO:0101889 (abnormal diaphysis morphology), HP:0000940 (Abnormal diaphysis morphology)
UPHENO:7000216	jaundice	UPHENO:0002666|UPHENO:0002400|UPHENO:0002388|UPHENO:0002415|UPHENO:0002242	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0000611 (jaundice), HP:0000952 (Jaundice)
UPHENO:7000217	dry skin	UPHENO:0003811|UPHENO:0087928|UPHENO:0076739	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000958 (Dry skin), MP:0003853 (dry skin)
UPHENO:7000218	cyanosis	UPHENO:0087928|UPHENO:0002635|UPHENO:0046297	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000961 (Cyanosis), MP:0001575 (cyanosis)
UPHENO:7000219	petechiae	UPHENO:0087928	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0008816 (petechiae), HP:0000967 (Petechiae)
UPHENO:7000220	edema	UPHENO:0050619	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0001785 (edema), HP:0000969 (Edema)
UPHENO:7000221	cutis laxa; loose skin	UPHENO:0087928	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005421 (loose skin), HP:0000973 (Cutis laxa)
UPHENO:7000222	purpura	UPHENO:0087928	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0011515 (purpura), HP:0000979 (Purpura)
UPHENO:7000223	pallor	UPHENO:0003811|UPHENO:0087928|UPHENO:0076739	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000980 (Pallor), MP:0003717 (pallor)
UPHENO:7000224	skin rash	UPHENO:0087928|UPHENO:0074724|UPHENO:0078737	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0000988 (Skin rash), MP:0031103 (skin rash)
UPHENO:7000225	telangiectasia	UPHENO:0002314|UPHENO:0002678	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0004175 (telangiectasia), HP:0001009 (Telangiectasia)
UPHENO:7000226	erythroderma	UPHENO:0074724|UPHENO:0078737	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0001019 (Erythroderma), MP:0003454 (erythroderma)
UPHENO:7000227	parakeratosis	UPHENO:0047838|UPHENO:0086928|UPHENO:0047979	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0003427 (parakeratosis), HP:0001036 (Parakeratosis)
UPHENO:7000228	variable depigmentation; vitiligo	UPHENO:0050008|UPHENO:0076739	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0001045 (Vitiligo), MP:0010016 (variable depigmentation)
UPHENO:7000229	seborrheic dermatitis	UPHENO:0074724|UPHENO:0056323	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0001051 (Seborrheic dermatitis), MP:0009792 (seborrheic dermatitis)
UPHENO:7000230	cholelithiasis; gallstones	UPHENO:0002801|UPHENO:0087100|UPHENO:0076778|UPHENO:0086927	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0002830 (gallstones), HP:0001081 (Cholelithiasis)
UPHENO:7000231	keratoconjunctivitis	UPHENO:0002219|UPHENO:0074632	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006194 (keratoconjunctivitis), HP:0001096 (Keratoconjunctivitis)
UPHENO:7000232	fundus morphology	UPHENO:0002902	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.XPO:0101665 (abnormal fundus morphology), HP:0001098 (Abnormal fundus morphology)
UPHENO:7000233	posterior polar cataract	UPHENO:0084816	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0001115 (Posterior polar cataract), MP:0010260 (posterior polar cataract)
UPHENO:7000234	lens subluxation	UPHENO:0053594|UPHENO:0018393|UPHENO:0087578	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031430 (lens subluxation), HP:0001132 (Lens subluxation)
UPHENO:7000235	anterior polar cataract	UPHENO:0084816	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0010259 (anterior polar cataract), HP:0001134 (Anterior polar cataract)
UPHENO:7000236	optic neuropathy	UPHENO:0087614|UPHENO:0087596|UPHENO:0076772	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006222 (optic neuropathy), HP:0001138 (Optic neuropathy)
UPHENO:7000237	lenticonus	UPHENO:0087924|UPHENO:0087578|UPHENO:0087597|UPHENO:0005997	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0002794 (lenticonus), HP:0001142 (Lenticonus)
UPHENO:7000238	lethargy	UPHENO:0084424|UPHENO:0080284	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0001254 (Lethargy), MP:0005202 (lethargy)
UPHENO:7000239	muscle hypertonia; spasticity	UPHENO:0086403|UPHENO:0002320	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0001257 (Spasticity), MP:0012051 (spasticity), MP:0004143 (muscle hypertonia)
UPHENO:7000240	hemiparesis	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031201 (hemiparesis), HP:0001269 (Hemiparesis)
UPHENO:7000241	motor delay; motor developmental delay	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0001270 (Motor delay), MP:0031496 (motor developmental delay)
UPHENO:7000242	hypertonia; hypertonicity	UPHENO:0002320	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0012052 (hypertonicity), HP:0001276 (Hypertonia)
UPHENO:7000243	syncope	UPHENO:0002406|UPHENO:0004507	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031302 (syncope), HP:0001279 (Syncope)
