phenotype_id	phenotype_label	upheno_id	upheno_label
FYPO:0000152	abnormal cellular response to nitrogen starvation	UPHENO:0083147	cellular response to nitrogen starvation phenotype
MP:0004046	abnormal mitosis	UPHENO:0083149	mitotic nuclear division phenotype
MP:0006037	abnormal mitochondrial fission	UPHENO:0083168	mitochondrial fission phenotype
FYPO:0000131	abnormal mitotic spindle elongation	UPHENO:0083169	mitotic spindle elongation phenotype
FYPO:0000212	abnormal cellular response to heat	UPHENO:0083180	cellular response to heat phenotype
MP:0031470	abnormal macropinocytosis	UPHENO:0083204	macropinocytosis phenotype
MP:0031469	abnormal pinocytosis	UPHENO:0083217	pinocytosis phenotype
FYPO:0007251	decreased lipid binding	UPHENO:0083270	decreased lipid binding
FYPO:0001382	decreased protein kinase activity	UPHENO:0083271	decreased protein kinase activity
FYPO:0003704	decreased histone deacetylase activity	UPHENO:0083279	decreased histone deacetylase activity
FYPO:0005351	increased guanyl-nucleotide exchange factor activity	UPHENO:0083282	increased guanyl-nucleotide exchange factor activity
FYPO:0002700	increased protein kinase activity	UPHENO:0083285	increased protein kinase activity
FYPO:0002497	abolished protein modification	UPHENO:0083318	absent protein modification process
FYPO:0000380	abolished macroautophagy	UPHENO:0083328	absent macroautophagy
FYPO:0000010	abolished cell-substrate adhesion	UPHENO:0083334	absent cell-substrate adhesion
FYPO:0005459	abolished double-strand break repair via nonhomologous end joining	UPHENO:0083335	absent double-strand break repair via nonhomologous end joining
FYPO:0005399	abolished double-strand break repair via homologous recombination	UPHENO:0083348	absent double-strand break repair via homologous recombination
FYPO:0000417	abolished cytokinesis	UPHENO:0083356	absent cytokinesis
FYPO:0007343	abolished lipid droplet formation	UPHENO:0083363	absent lipid droplet formation
FYPO:0003000	abolished actin filament polymerization	UPHENO:0083380	absent actin filament polymerization
FYPO:0000583	abolished sporulation	UPHENO:0083394	absent sporulation
HP:0032445	Pulmonary cyst	UPHENO:0083398	lung cyst
HP:6000853	Thyroid cyst	UPHENO:0083404	thyroid gland cyst
HP:0034966	Thymic cyst	UPHENO:0083412	thymus cyst
HP:0100890	Cyst of the ductus choledochus	UPHENO:0083413	bile duct cyst
HP:0030424	Epididymal cyst	UPHENO:0083415	epididymis cyst
HP:0000138	Ovarian cyst	UPHENO:0083416	ovary cyst
HP:0200040	Epidermoid cyst	UPHENO:0083417	skin epidermis cyst
HP:0025245	Cutaneous cyst	UPHENO:0083418	zone of skin cyst
HP:0000803	Renal cortical cysts	UPHENO:0083419	cortex of kidney cyst
HP:0025246	Trichilemmal cyst	UPHENO:0083420	hair outer root sheath cyst
HP:6000594	Maxillary cyst	UPHENO:0083421	maxilla cyst
HP:0001737	Pancreatic cysts	UPHENO:0083422	pancreas cyst
HP:0000107	Renal cyst	UPHENO:0083423	kidney cyst
HP:6000595	Mandibular cyst	UPHENO:0083424	mandible cyst
HP:0001407	Hepatic cysts	UPHENO:0083428	liver cyst
HP:0000108	Renal corticomedullary cysts	UPHENO:0083429	kidney corticomedullary boundary cyst
HP:0010605	Chalazion	UPHENO:0083430	tarsal gland cyst
FYPO:0002825	decreased protein localization to mitotic spindle	UPHENO:0083480	decreased protein localization in mitotic spindle
FYPO:0008258	decreased protein localization to cell surface	UPHENO:0083482	decreased protein localization in cell surface
FYPO:0003841	decreased protein localization to mitotic spindle midzone	UPHENO:0083486	decreased protein localization in mitotic spindle midzone
FYPO:0005551	decreased protein localization to cleavage furrow	UPHENO:0083493	decreased protein localization in cleavage furrow
FYPO:0006099	decreased protein localization to cytoplasm	UPHENO:0083503	decreased protein localization in cytoplasm
FYPO:0004455	decreased protein localization to nucleus	UPHENO:0083507	decreased protein localization in nucleus
HP:0034839	Lymphoid hyperplasia	UPHENO:0083527	lymphoid tissue hyperplasia
FYPO:0003186	abolished protein localization to mitotic spindle	UPHENO:0083604	absent protein localization in mitotic spindle
FYPO:0002815	abolished protein localization to cell surface	UPHENO:0083606	absent protein localization in cell surface
FYPO:0003484	abolished protein localization to mitotic spindle midzone	UPHENO:0083610	absent protein localization in mitotic spindle midzone
PHIPO:0001028	abolished protein localization to plasma membrane	UPHENO:0083612	absent protein localization in plasma membrane
FYPO:0003688	abolished protein localization to nucleolus	UPHENO:0083630	absent protein localization in nucleolus
PHIPO:0000972	abolished protein localization to autophagosome	UPHENO:0083632	absent protein localization in autophagosome
ZP:0103103	nasal bone morphology, abnormal	UPHENO:0083645	nasal bone morphology phenotype
XPO:0102702	abnormal rib morphology	UPHENO:0083650	rib morphology phenotype
ZP:0142438	rib morphology, abnormal	UPHENO:0083650	rib morphology phenotype
XPO:0102062	abnormal odontoid tissue morphology	UPHENO:0083653	odontoid tissue morphology phenotype
FYPO:0002499	increased protein modification	UPHENO:0083804	increased occurrence of protein modification process
FYPO:0006945	increased lipid droplet formation	UPHENO:0083805	increased occurrence of lipid droplet formation
FYPO:0000384	increased macroautophagy	UPHENO:0083823	increased occurrence of macroautophagy
FYPO:0001403	increased cell-substrate adhesion	UPHENO:0083832	increased occurrence of cell-substrate adhesion
FYPO:0003584	increased double-strand break repair via nonhomologous end joining	UPHENO:0083833	increased occurrence of double-strand break repair via nonhomologous end joining
FYPO:0008122	increased mitochondrial fusion	UPHENO:0083847	increased occurrence of mitochondrial fusion
FYPO:0004635	increased protein localization to mitotic spindle	UPHENO:0083861	increased protein localization in mitotic spindle
FYPO:0005173	increased protein localization to cell surface	UPHENO:0083863	increased protein localization in cell surface
FYPO:0006552	increased protein localization to cytoplasm	UPHENO:0083884	increased protein localization in cytoplasm
FYPO:0004356	increased protein localization to nucleolus	UPHENO:0083885	increased protein localization in nucleolus
FYPO:0004456	increased protein localization to nucleus	UPHENO:0083888	increased protein localization in nucleus
FYPO:0001105	abolished catalase activity	UPHENO:0083892	absent catalase activity
FYPO:0008290	abolished guanyl-nucleotide exchange factor activity	UPHENO:0083893	absent guanyl-nucleotide exchange factor activity
FYPO:0006937	abolished lipid binding	UPHENO:0083896	absent lipid binding
FYPO:0001384	abolished protein kinase activity	UPHENO:0083897	absent protein kinase activity
HP:0000402	Stenosis of the external auditory canal	UPHENO:0083910	constricted external acoustic meatus
HP:0005133	Right ventricular dilatation	UPHENO:0084111	dilated heart right ventricle
HP:6000852	Megacolon	UPHENO:0084121	dilated colon
HP:6000146	Hydrosalpinx	UPHENO:0084123	dilated fallopian tube
HP:0000126	Hydronephrosis	UPHENO:0084132	dilated renal pelvis
XPO:0130893	increased size of the pupil	UPHENO:0084159	dilated pupil
HP:6000589	Esophageal dilation	UPHENO:0084171	dilated esophagus
MP:0000539	distended urinary bladder	UPHENO:0084182	dilated lower urinary tract
HP:0034005	Decreased dendritic spine number	UPHENO:0084205	decreased number of dendritic spine
FYPO:0001798	decreased translation	UPHENO:0084263	decreased occurrence of translation
FYPO:0005980	decreased actin filament bundle assembly	UPHENO:0084277	decreased occurrence of actin filament bundle assembly
FYPO:0002498	decreased protein modification	UPHENO:0084285	decreased occurrence of protein modification process
FYPO:0000381	decreased macroautophagy	UPHENO:0084297	decreased occurrence of macroautophagy
FYPO:0004287	decreased double-strand break repair via nonhomologous end joining	UPHENO:0084306	decreased occurrence of double-strand break repair via nonhomologous end joining
FYPO:0003912	decreased double-strand break repair via homologous recombination	UPHENO:0084319	decreased occurrence of double-strand break repair via homologous recombination
FYPO:0006054	decreased lipid droplet formation	UPHENO:0084336	decreased occurrence of lipid droplet formation
FYPO:0006029	decreased actin filament depolymerization	UPHENO:0084348	decreased occurrence of actin filament depolymerization
HP:0025517	Hypoplastic hippocampus	UPHENO:0084408	hippocampal formation hypoplasia
HP:0012865	Abnormal sperm head morphology	UPHENO:0084414	morphology of sperm head phenotype
HP:0002067	Bradykinesia	UPHENO:0084425	decreased rate of spontaneous movement behavior
HP:0000016	Urinary retention	UPHENO:0084428	arrested micturition
MP:0005422	osteosclerosis	UPHENO:0084450	increased bone element mass density
XPO:0100944	abnormal ethmoid bone	UPHENO:0084464	ethmoid bone morphology phenotype
XPO:0102576	abnormal ethmoid bone morphology	UPHENO:0084464	ethmoid bone morphology phenotype
HP:0003712	Skeletal muscle hypertrophy	UPHENO:0084485	hypertrophic skeletal muscle tissue
MP:0013149	macrodactyly	UPHENO:0084513	hypertrophic manual digit
MP:0030417	craniofacial hyperostosis	UPHENO:0084523	hypertrophic facial skeleton
HP:0011330	Metopic synostosis	UPHENO:0084634	premature frontal suture closure
HP:6000612	Squamosal suture synostosis	UPHENO:0084637	premature squamoparietal suture closure
HP:0011105	Hypervolemia	UPHENO:0084719	increased volume of blood
DDPHENO:0000002	aberrant standing slug morphology	UPHENO:0084761	manual digit morphology in the manus phenotype
HP:0033243	Pulmonary necrosis	UPHENO:0084789	necrotic lung
HP:0008682	Renal tubular epithelial necrosis	UPHENO:0084792	necrotic nephron tubule
HP:0034801	Epidermal necrosis	UPHENO:0084801	necrotic skin epidermis
HP:0032618	Renal necrosis	UPHENO:0084805	necrotic kidney
HP:0002605	Hepatic necrosis	UPHENO:0084808	necrotic liver
HP:4000149	Lymph node necrosis	UPHENO:0084809	necrotic lymph node
HP:0001700	Myocardial necrosis	UPHENO:0084810	necrotic myocardium
MP:0010253	posterior subcapsular cataract	UPHENO:0084818	opaque posterior pole of lens
HP:0004411	Deviated nasal septum	UPHENO:0084830	deviation of nasal septum
HP:0032948	Renal interstitial fibrosis	UPHENO:0085150	kidney interstitium fibrosis
HP:0030951	Skeletal muscle fibrosis	UPHENO:0085151	skeletal muscle tissue fibrosis
HP:0011974	Myelofibrosis	UPHENO:0085153	bone marrow fibrosis
HP:0034571	Ovarian fibrosis	UPHENO:0085158	ovary fibrosis
HP:0100732	Pancreatic fibrosis	UPHENO:0085163	pancreas fibrosis
HP:6000065	Esophageal fibrosis	UPHENO:0085164	esophagus fibrosis
HP:0030760	Renal fibrosis	UPHENO:0085165	kidney fibrosis
HP:0012860	Testicular fibrosis	UPHENO:0085166	testis fibrosis
HP:0032200	Perivascular fibrosis	UPHENO:0085170	perivascular space fibrosis
HP:0030759	Adipocyte hypertrophy	UPHENO:0085204	increased size of the adipocyte
XPO:0129556	increased size of the oval window	UPHENO:0085208	increased size of the oval window
HP:0020133	Podocyte hypertrophy	UPHENO:0085215	increased size of the podocyte
HP:0000452	Choanal stenosis	UPHENO:0085219	constricted posterior nasal aperture
HP:0003416	Spinal canal stenosis	UPHENO:0085220	constricted vertebral canal
HP:0025491	Venous stenosis	UPHENO:0085221	constricted vein
HP:0004381	Supravalvular aortic stenosis	UPHENO:0085222	constricted bulb of aorta
HP:0001607	Subglottic stenosis	UPHENO:0085223	constricted subglottis
HP:0000798	Oligozoospermia	UPHENO:0085281	decreased number of sperm
HP:0020060	Decreased red blood cell count	UPHENO:0085301	decreased number of erythrocyte
HP:0005528	Bone marrow hypocellularity	UPHENO:0085306	decreased number of bone marrow cell
HP:0025675	Premature closure of the ductus arteriosus	UPHENO:0085386	premature ductus arteriosus closure
HP:0011897	Neutrophilia	UPHENO:0085493	increased number of neutrophil
HP:0032310	Granulocytosis	UPHENO:0085497	increased number of granulocyte
WBPhenotype:0002563	neuron physiology phenotype	UPHENO:0085565	neuron physiology phenotype
HP:0031409	Abnormal lymphocyte physiology	UPHENO:0085566	lymphocyte physiology phenotype
WBPhenotype:0000536	cell physiology phenotype	UPHENO:0085578	cell physiology phenotype
HP:0034809	Abnormal sperm physiology	UPHENO:0085588	sperm physiology phenotype
WBPhenotype:0000987	germ cell physiology variant	UPHENO:0085595	germ cell physiology phenotype
HP:0033796	Abnormal leukocyte physiology	UPHENO:0085616	leukocyte physiology phenotype
HP:0025324	Arterial occlusion	UPHENO:0085677	artery obstruction
HP:0000796	Urethral obstruction	UPHENO:0085682	urethra obstruction
HP:0100645	Cystocele	UPHENO:0085723	exserted urinary bladder
XPO:0126063	absent adrenal medulla	UPHENO:0085840	absent adrenal medulla chromaffin cell in the adrenal gland
XPO:0125283	absent lymphocyte	UPHENO:0085865	absent lymphocyte in the immune system
MP:0031277	pectus carinatum	UPHENO:0085885	protruding sternum
HP:0012208	Immotile sperm	UPHENO:0085908	absent flagellated sperm motility
HP:0025066	Decreased mean corpuscular volume	UPHENO:0085909	decreased volume of the erythrocyte
MP:0011420	pyuria	UPHENO:0085936	increased number of neutrophil in the urine
WBPhenotype:0002496	ectopic neuron	UPHENO:0085959	localised neural cell
WBPhenotype:0001312	neuron number variant	UPHENO:0085986	number of anatomical enitites of type neuron phenotype
HP:0020058	Abnormal red blood cell count	UPHENO:0086048	number of anatomical enitites of type erythrocyte phenotype
HP:0003042	Elbow dislocation	UPHENO:0086090	elbow joint dislocation
HP:0000776	Congenital diaphragmatic hernia	UPHENO:0086120	herniated diaphragm
HP:0001537	Umbilical hernia	UPHENO:0086121	herniated umbilical cord
MP:0003052	omphalocele	UPHENO:0086123	herniated abdominal viscera
FYPO:0000002	cell phenotype	UPHENO:0086172	cell phenotype
MP:0005061	abnormal eosinophil morphology	UPHENO:0086175	eosinophil phenotype
XPO:0107254	abnormal neutrophil	UPHENO:0086176	neutrophil phenotype
HP:0005518	Increased mean corpuscular volume	UPHENO:0086177	increased volume of erythrocyte
XPO:0124765	absent olfactory epithelium	UPHENO:0086255	absent olfactory epithelium
XPO:0125286	absent retinal ganglion cell	UPHENO:0086272	absent retinal ganglion cell
HP:0030762	Mesangiolysis	UPHENO:0086334	mesangial cell degeneration
WBPhenotype:0000179	neuron degeneration	UPHENO:0086339	neuron degeneration
FYPO:0000690	decreased oxidoreductase activity	UPHENO:0086359	decreased oxidoreductase activity
FYPO:0000689	abnormal oxidoreductase activity	UPHENO:0086370	oxidoreductase activity phenotype
XPO:0102330	abnormal optic stalk morphology	UPHENO:0086464	optic stalk morphology phenotype
HP:0033859	Abnormal peritubular capillary morphology	UPHENO:0086467	peritubular capillary morphology phenotype
XPO:0102655	abnormal ultimobranchial body morphology	UPHENO:0086468	ultimobranchial body morphology phenotype
XPO:0102291	abnormal anterior cardinal vein morphology	UPHENO:0086471	anterior cardinal vein morphology phenotype
XPO:0102277	abnormal hypaxial muscle morphology	UPHENO:0086474	hypaxial musculature morphology phenotype
XPO:0102521	abnormal epaxial muscle morphology	UPHENO:0086476	epaxial musculature morphology phenotype
ZP:0006785	myotome morphology, abnormal	UPHENO:0086477	myotome morphology phenotype
XPO:0101690	abnormal sclerotome morphology	UPHENO:0086480	sclerotome morphology phenotype
XPO:0102396	abnormal paraxial mesoderm morphology	UPHENO:0086482	paraxial mesoderm morphology phenotype
XPO:0101924	abnormal pronephric duct morphology	UPHENO:0086483	mesonephric duct morphology phenotype
XPO:0102585	abnormal mesonephric duct morphology	UPHENO:0086483	mesonephric duct morphology phenotype
ZP:0006897	pronephric duct morphology, abnormal	UPHENO:0086483	mesonephric duct morphology phenotype
ZP:0013331	mesonephric duct morphology, abnormal	UPHENO:0086483	mesonephric duct morphology phenotype
XPO:0102083	abnormal head mesenchyme morphology	UPHENO:0086484	head mesenchyme morphology phenotype
XPO:0101766	abnormal neural plate morphology	UPHENO:0086485	neural plate morphology phenotype
ZP:0001195	optic cup morphology, abnormal	UPHENO:0086486	optic cup morphology phenotype
XPO:0102111	abnormal lens placode morphology	UPHENO:0086488	lens placode morphology phenotype
XPO:0103002	abnormal floor plate morphology	UPHENO:0086489	floor plate morphology phenotype
XPO:0102525	abnormal hyoid arch morphology	UPHENO:0086490	pharyngeal arch 2 morphology phenotype
ZP:0016594	otic placode morphology, abnormal	UPHENO:0086497	otic placode morphology phenotype
XPO:0102903	abnormal roof plate morphology	UPHENO:0086498	roof plate morphology phenotype
ZP:0016203	periderm morphology, abnormal	UPHENO:0086499	periderm morphology phenotype
XPO:0102112	abnormal midbrain-hindbrain boundary morphology	UPHENO:0086500	midbrain-hindbrain boundary morphology phenotype
ZP:0001601	otic vesicle morphology, abnormal	UPHENO:0086502	ear vesicle morphology phenotype
XPO:0102039	abnormal presomitic mesoderm morphology	UPHENO:0086505	presomitic mesoderm morphology phenotype
XPO:0102583	abnormal adenohypophysis morphology	UPHENO:0086509	adenohypophysis morphology phenotype
XPO:0101947	abnormal neurohypophysis morphology	UPHENO:0086513	neurohypophysis morphology phenotype
XPO:0102103	abnormal mandibular arch morphology	UPHENO:0086518	pharyngeal arch 1 morphology phenotype
HP:0011490	Abnormal Descemet membrane morphology	UPHENO:0086521	Descemet's membrane morphology phenotype
XPO:0102676	abnormal apical ectodermal ridge morphology	UPHENO:0086536	apical ectodermal ridge morphology phenotype
XPO:0102098	abnormal limb bud morphology	UPHENO:0086546	limb bud morphology phenotype
HP:0033137	Abnormal pulmonary alveolar system morphology	UPHENO:0086549	alveolar system morphology phenotype
XPO:0101769	abnormal cardinal vein morphology	UPHENO:0086553	cardinal vein morphology phenotype
HP:0011130	Abnormal renal calyx morphology	UPHENO:0086559	kidney calyx morphology phenotype
ZP:0001902	semicircular canal morphology, abnormal	UPHENO:0086568	osseus semicircular canal morphology phenotype
ZP:0001219	hepatic sinusoid morphology, abnormal	UPHENO:0086574	hepatic sinusoid morphology phenotype
ZP:0143311	bile canaliculus morphology, abnormal	UPHENO:0086576	bile canaliculus morphology phenotype
HP:0030146	Abnormal liver parenchyma morphology	UPHENO:0086579	liver parenchyma morphology phenotype
ZP:0143748	subcommissural organ morphology, abnormal	UPHENO:0086582	subcommissural organ morphology phenotype
ZP:0020978	proximal convoluted tubule morphology, abnormal	UPHENO:0086585	proximal convoluted tubule morphology phenotype
HP:0031422	Abnormal cerebellar cortex morphology	UPHENO:0086586	cerebellar cortex morphology phenotype
PLANP:0000498	abnormal morphology of tail	UPHENO:0086590	post-anal tail morphology phenotype
WBPhenotype:0000073	tail morphology variant	UPHENO:0086590	post-anal tail morphology phenotype
XPO:0102358	abnormal tail morphology	UPHENO:0086590	post-anal tail morphology phenotype
XPO:0102905	abnormal pubis morphology	UPHENO:0086597	pubis morphology phenotype
XPO:0102343	abnormal ischium morphology	UPHENO:0086600	ischium morphology phenotype
ZP:0006944	intestinal epithelium morphology, abnormal	UPHENO:0086601	intestinal epithelium morphology phenotype
XPO:0141302	abnormal stomach epithelium morphology	UPHENO:0086603	epithelium of stomach morphology phenotype
XPO:0102938	abnormal ileum morphology	UPHENO:0086612	ileum morphology phenotype
HP:0012090	Abnormal pancreas morphology	UPHENO:0086615	pancreas morphology phenotype
XPO:0102240	abnormal pancreas morphology	UPHENO:0086615	pancreas morphology phenotype
ZP:0002010	pancreas morphology, abnormal	UPHENO:0086615	pancreas morphology phenotype
HP:0034584	Abnormal pancreatic acinus morphology	UPHENO:0086618	pancreatic acinus morphology phenotype
XPO:0101993	abnormal small intestine morphology	UPHENO:0086621	small intestine morphology phenotype
HP:0410042	Abnormal liver morphology	UPHENO:0086622	liver morphology phenotype
XPO:0102478	abnormal hindlimb morphology	UPHENO:0086628	hindlimb morphology phenotype
XPO:0102035	abnormal forelimb morphology	UPHENO:0086633	forelimb morphology phenotype
XPO:0102018	abnormal limb morphology	UPHENO:0086635	limb morphology phenotype
WBPhenotype:0000907	anus morphology variant	UPHENO:0086644	anus morphology phenotype
ZP:0138252	intestinal mucosa morphology, abnormal	UPHENO:0086648	intestinal mucosa morphology phenotype
XPO:0101711	abnormal dorsal aorta morphology	UPHENO:0086652	pair of dorsal aortae morphology phenotype
HP:0430021	Abnormal common carotid artery morphology	UPHENO:0086655	trunk of common carotid artery morphology phenotype
XPO:0102114	abnormal Mullerian duct morphology	UPHENO:0086659	Mullerian duct morphology phenotype
XPO:0103193	abnormal adrenal cortex morphology	UPHENO:0086661	adrenal cortex morphology phenotype
XPO:0102388	abnormal adrenal medulla morphology	UPHENO:0086668	adrenal medulla morphology phenotype
ZP:0004650	liver primordium morphology, abnormal	UPHENO:0086670	liver primordium morphology phenotype
HP:0031264	Abnormal Bowman capsule morphology	UPHENO:0086671	glomerular capsule morphology phenotype
HP:0031263	Abnormal renal corpuscle morphology	UPHENO:0086675	renal corpuscle morphology phenotype
XPO:0102530	abnormal hindlimb stylopod morphology	UPHENO:0086680	hindlimb stylopod morphology phenotype
XPO:0141312	abnormal maxillary nerve morphology	UPHENO:0086684	maxillary nerve morphology phenotype
HP:0011035	Abnormal renal cortex morphology	UPHENO:0086686	cortex of kidney morphology phenotype
XPO:0101790	abnormal neuromere morphology	UPHENO:0086689	neuromere morphology phenotype
XPO:0141300	abnormal mandibular nerve morphology	UPHENO:0086692	mandibular nerve morphology phenotype
XPO:0101810	abnormal digit morphology	UPHENO:0086700	digit morphology phenotype
HP:0033883	Abnormal cortical radial artery morphology	UPHENO:0086702	interlobular artery morphology phenotype
HP:0011472	Abnormal small intestinal villus morphology	UPHENO:0086703	intestinal villus morphology phenotype
ZP:0003099	pharyngeal arch morphology, abnormal	UPHENO:0086717	pharyngeal arch morphology phenotype
XPO:0102509	abnormal lateral septum morphology	UPHENO:0086718	septum pellucidum morphology phenotype
XPO:0101759	abnormal tail tip morphology	UPHENO:0086719	post-anal tail tip morphology phenotype
XPO:0103171	abnormal pyloric sphincter morphology	UPHENO:0086725	pyloric sphincter morphology phenotype
XPO:0102390	abnormal tail bud morphology	UPHENO:0086726	post-anal tail bud morphology phenotype
HP:3000052	Abnormal hyoid bone morphology	UPHENO:0086727	hyoid bone morphology phenotype
HP:3000042	Abnormal jugular vein morphology	UPHENO:0086730	jugular vein morphology phenotype
XPO:0100982	abnormal stapes	UPHENO:0086731	stapes bone morphology phenotype
ZP:0020437	neural arch morphology, abnormal	UPHENO:0086733	neural arch morphology phenotype
HP:0032580	Abnormal bulbus cordis morphology	UPHENO:0086737	bulbus cordis morphology phenotype
XPO:0102866	abnormal gasserian ganglion morphology	UPHENO:0086744	trigeminal ganglion morphology phenotype
XPO:0102944	abnormal trigeminal ganglion morphology	UPHENO:0086744	trigeminal ganglion morphology phenotype
ZP:0013759	trigeminal ganglion morphology, abnormal	UPHENO:0086744	trigeminal ganglion morphology phenotype
ZP:0003221	otolith morphology, abnormal	UPHENO:0086749	otolith organ morphology phenotype
HP:0025368	Abnormal growth plate morphology	UPHENO:0086751	epiphyseal plate morphology phenotype
XPO:0103185	abnormal dental epithelium morphology	UPHENO:0086756	dental epithelium morphology phenotype
XPO:0102751	abnormal trabecula carnea morphology	UPHENO:0086757	trabecula carnea morphology phenotype
XPO:0101867	abnormal oval window morphology	UPHENO:0086774	oval window morphology phenotype
XPO:0102371	abnormal hypoglossal nerve morphology	UPHENO:0086775	hypoglossal nerve morphology phenotype
HP:0012703	Abnormal subarachnoid space morphology	UPHENO:0086778	subarachnoid space morphology phenotype
HP:0010824	Abnormal fifth cranial nerve morphology	UPHENO:0086779	trigeminal nerve morphology phenotype
XPO:0101742	abnormal trigeminal nerve morphology	UPHENO:0086779	trigeminal nerve morphology phenotype
XPO:0102454	abnormal hindlimb zeugopod morphology	UPHENO:0086780	hindlimb zeugopod morphology phenotype
XPO:0102817	abnormal vestibulocochlear nerve morphology	UPHENO:0086781	vestibulocochlear nerve morphology phenotype
XPO:0101855	abnormal facial nerve morphology	UPHENO:0086782	facial nerve morphology phenotype
XPO:0102142	abnormal forelimb stylopod morphology	UPHENO:0086787	forelimb stylopod morphology phenotype
XPO:0102750	abnormal trochlear nerve morphology	UPHENO:0086788	trochlear nerve morphology phenotype
XPO:0103053	abnormal oculomotor nerve morphology	UPHENO:0086789	oculomotor nerve morphology phenotype
HP:0012326	Abnormal celiac artery morphology	UPHENO:0086790	celiac artery morphology phenotype
XPO:0101787	abnormal hepatic portal vein morphology	UPHENO:0086791	hepatic portal vein morphology phenotype
HP:0002624	Abnormal venous morphology	UPHENO:0086792	vein morphology phenotype
XPO:0101675	abnormal vein morphology	UPHENO:0086792	vein morphology phenotype
ZP:0010935	vein morphology, abnormal	UPHENO:0086792	vein morphology phenotype
XPO:0101708	abnormal artery morphology	UPHENO:0086797	artery morphology phenotype
ZP:0021048	basilar artery morphology, abnormal	UPHENO:0086803	basilar artery morphology phenotype
ZP:0104687	posterior communicating artery morphology, abnormal	UPHENO:0086805	posterior communicating artery morphology phenotype
XPO:0102684	abnormal ophthalmic artery morphology	UPHENO:0086812	ophthalmic artery morphology phenotype
XPO:0101956	abnormal intersomitic vessel morphology	UPHENO:0086820	intersomitic vessel morphology phenotype
ZP:0001301	intersegmental vessel morphology, abnormal	UPHENO:0086820	intersomitic vessel morphology phenotype
HP:0011862	Abnormal bone collagen fibril morphology	UPHENO:0086829	bone collagen fibril morphology phenotype
ZP:0005129	hepatic duct morphology, abnormal	UPHENO:0086835	hepatic duct morphology phenotype
HP:0033854	Abnormal interlobular vein morphology	UPHENO:0086839	renal interlobular vein morphology phenotype
HP:0011138	Abnormal skin adnexa morphology	UPHENO:0086842	integumentary adnexa morphology phenotype
HP:0030992	Abnormal pancreatic duct morphology	UPHENO:0086848	pancreatic duct morphology phenotype
HP:0010438	Abnormal ventricular septum morphology	UPHENO:0086854	interventricular septum morphology phenotype
XPO:0101953	abnormal eye muscle morphology	UPHENO:0086856	eye muscle morphology phenotype
XPO:0107343	abnormal cardiac atrium morphology	UPHENO:0086863	cardiac atrium morphology phenotype
XPO:0102234	abnormal right ventricle morphology	UPHENO:0086864	heart right ventricle morphology phenotype
XPO:0101832	abnormal left atrium morphology	UPHENO:0086876	left cardiac atrium morphology phenotype
ZP:0004929	posterior cardinal vein morphology, abnormal	UPHENO:0086879	posterior cardinal vein morphology phenotype
ZP:0001653	common cardinal vein morphology, abnormal	UPHENO:0086880	common cardinal vein morphology phenotype
XPO:0102561	abnormal dermis morphology	UPHENO:0086882	dermis morphology phenotype
HP:0033806	Abnormal epidermis stratum granulosum morphology	UPHENO:0086884	stratum granulosum of epidermis morphology phenotype
ZP:0104557	rhombomere 2 morphology, abnormal	UPHENO:0086895	rhombomere 2 morphology phenotype
HP:0030935	Abnormal intestinal smooth muscle morphology	UPHENO:0086903	intestine smooth muscle morphology phenotype
HP:0002088	Abnormal lung morphology	UPHENO:0086908	lung morphology phenotype
HP:0004404	Abnormal nipple morphology	UPHENO:0086911	nipple morphology phenotype
XPO:0102816	abnormal suprachiasmatic nucleus morphology	UPHENO:0086918	suprachiasmatic nucleus morphology phenotype
HP:0025006	Abnormal glomerular capillary morphology	UPHENO:0086922	glomerular capillary morphology phenotype
ZP:0018876	common bile duct morphology, abnormal	UPHENO:0086925	common bile duct morphology phenotype
HP:0012440	Abnormal biliary tract morphology	UPHENO:0086927	biliary tree morphology phenotype
HP:0011282	Abnormal hindbrain morphology	UPHENO:0086932	hindbrain morphology phenotype
HP:0025361	Abnormal medullary pyramid morphology	UPHENO:0086936	kidney pyramid morphology phenotype
XPO:0103228	abnormal accessory nerve morphology	UPHENO:0086938	accessory XI nerve morphology phenotype
XPO:0103180	abnormal pulmonary vein morphology	UPHENO:0086947	pulmonary vein morphology phenotype
HP:0011314	Abnormal long bone morphology	UPHENO:0086956	long bone morphology phenotype
ZP:0002035	rhombomere 6 morphology, abnormal	UPHENO:0086963	rhombomere 6 morphology phenotype
HP:0031566	Abnormal pulmonary valve cusp morphology	UPHENO:0086972	pulmonary valve cusp morphology phenotype
HP:0031567	Abnormal aortic valve cusp morphology	UPHENO:0086974	aortic valve cusp morphology phenotype
ZP:0021744	cystic duct morphology, abnormal	UPHENO:0086975	cystic duct morphology phenotype
HP:0100671	Abnormal trabecular bone morphology	UPHENO:0086976	trabecular bone tissue morphology phenotype
ZP:0017299	enteric nervous system morphology, abnormal	UPHENO:0086978	enteric nervous system morphology phenotype
ZP:0002045	rhombomere 5 morphology, abnormal	UPHENO:0086979	rhombomere 5 morphology phenotype
HP:0031443	Abnormal tricuspid valve leaflet morphology	UPHENO:0086981	tricuspid valve cusp morphology phenotype
HP:0031441	Abnormal tricuspid valve annulus morphology	UPHENO:0086983	tricuspid valve anulus morphology phenotype
